sitio,tra.par,fecha,semana,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,realizador,comentarios
V5,27,2008-10-29,4,p0102,lap.red,.,.,13,2,4,3,1,2,3,1,1,2,1,.,.,.,.,.,26,Jimena Dorado,Celeste
V5,27,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,2,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Jimena Dorado,
V5,27,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Jimena Dorado,10 flores x inflo
V5,27,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Jimena Dorado,
V5,28,2008-10-29,4,p0018,bud.men,Buddleja  ,mendozensis ,8.75,800,1200,300,200,500,50,550,40,120,.,.,.,.,.,.,3656,Anahí Miner,
V5,28,2008-10-29,4,p0006,men.dec,Menodora ,decemfida ,10,3,4,2,4,5,5,1,2,1,1,.,.,.,.,.,28,Leo,
V5,28,2008-10-29,4,p0006,men.dec,Menodora ,decemfida ,26,1,1,1,1,1,1,3,1,4,4,2,2,2,1,.,46,Anahí Miner,
V5,28,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,27,Leo,
V5,28,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Anahí Miner,
V5,28,2008-10-29,4,p0003,zuc.pun,Zuccagnia ,punctata ,1,770,.,.,.,.,.,.,.,.,.,.,.,.,.,.,770,Leo,
V5,30,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,208,17,2,15,9,4,2,1,5,4,3,2,18,10,.,.,1472,Anahí Miner,
V5,30,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,21,Leo,
V5,30,2008-10-29,4,p0015,cer.arv,Cerastium ,arvense,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,206,206,Anahí Miner,
V5,30,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,118,Anahí Miner,
V5,30,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,222,222,Leo,
V5,30,2008-10-29,4,p0020,hof.ere,Hoffmannseggia  ,eremophila ,10,40,6,1,4,7,8,10,54,10,3,.,.,.,.,.,143,Leo,
V5,30,2008-10-29,4,p0020,hof.ere,Hoffmannseggia  ,eremophila ,11,16,5,24,33,29,10,12,26,6,10,9,.,.,.,.,180,Anahí Miner,
V5,30,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,2,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Anahí Miner,
V5,30,2008-10-29,4,oenot.ch,oenot.ch,.,.,56,1,1,1,1,1,2,3,1,1,1,.,.,.,.,.,73,Anahí Miner,
V5,30,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,561,561,Anahí Miner,
V5,30,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,18,Leo,
V5,30,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,5,2,3,2,1,2,.,.,.,.,.,.,.,.,.,.,10,Leo,
V5,30,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,77,Anahí Miner,
V5,30,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,71,Leo,
V5,T1,2008-10-29,4,p0019,aca.ser,Acantholippia ,seriphioides ,3,1,60,60,.,.,.,.,.,.,.,.,.,.,.,.,121,Erica Stevani,
V5,T1,2008-10-29,4,p0032,con.mic,Condalia,microphylla,0.5,6000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3000,Erica Stevani,
V5,T1,2008-10-29,4,p0059,des.sp1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,Erica Stevani,
V5,T1,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,Erica Stevani,
V5,T1,2008-10-29,4,p0034,lar.div,Larrea,divaricata,0.5,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Erica Stevani,
V5,T1,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,4,1,3,1,1,.,.,.,.,.,.,.,.,.,.,.,6,Erica Stevani,
V5,T1,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,30,Erica Stevani,Cada inflorescencia 24 flores 
V5,T1,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,4,3,1,2,2,.,.,.,.,.,.,.,.,.,.,.,8,Erica Stevani,
V5,T1,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,30,Erica Stevani,
V5,T1,2008-10-29,4,p0043,tri.can,Trichocereus,candicans,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Erica Stevani,
V5,T2,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,890,890,Erica Stevani,
V5,T2,2008-10-29,4,p0032,con.mic,Condalia,microphylla,1.25,3000,8000,.,.,.,.,.,.,.,.,.,.,.,.,.,6875,Erica Stevani,
V5,T2,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,Erica Stevani,
V5,T2,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,5,1,3,1,1,4,.,.,.,.,.,.,.,.,.,.,10,Erica Stevani,
V5,T2,2008-10-29,4,p0006,men.dec,Menodora ,decemfida ,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Erica Stevani,
V5,T2,2008-10-29,4,oenot.ch,oenot.ch,.,.,3,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,4,Erica Stevani,
V5,T2,2008-10-29,4,p0069,sen.gil,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Erica Stevani,
V5,T2,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,Erica Stevani,
V8,43,2008-10-29,4,algarrobito,algarrobito,.,.,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V8,43,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,44,5,3,4,10,1,7,6,8,4,5,4,3,.,.,.,220,Anahí Miner,
V8,43,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1067,1067,Erica Stevani,
V8,43,2008-10-29,4,p0020,hof.ere,Hoffmannseggia  ,eremophila ,3,2,4,2,.,.,.,.,.,.,.,.,.,.,.,.,8,Erica Stevani,
V8,43,2008-10-29,4,p0020,hof.ere,Hoffmannseggia  ,eremophila ,10,1,6,1,1,3,2,1,1,1,.,.,.,.,.,.,19,Anahí Miner,
V8,43,2008-10-29,4,p0050,hys.jas,Hysterionica,jassionoide,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Anahí Miner,
V8,43,2008-10-29,4,p0006,men.dec,Menodora ,decemfida ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V8,43,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Anahí Miner,
V8,43,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,Erica Stevani,
V8,43,2008-10-29,4,p0079,pol.ste,.,.,3,19,10,12,.,.,.,.,.,.,.,.,.,.,.,.,41,Anahí Miner,
V8,43,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,305,305,Anahí Miner,
V8,43,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,153,153,Erica Stevani,
V8,45,2008-10-29,4,algarrobito,algarrobito,.,.,2,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Anahí Miner,
V8,45,2008-10-29,4,p0108,apio,.,.,1,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,Anahí Miner,
V8,45,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,161,3,6,8,7,4,2,3,8,1,6,3,1,5,.,.,706,Anahí Miner,
V8,45,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Anahí Miner,
V8,45,2008-10-29,4,p0020,hof.ere,Hoffmannseggia  ,eremophila ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V8,45,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V8,45,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,27,Anahí Miner,
V8,45,2008-10-29,4,p0079,pol.ste,.,.,35,4,16,14,12,5,12,7,15,15,8,.,.,.,.,.,378,Anahí Miner,
V8,45,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,234,234,Anahí Miner,
V8,46,2008-10-29,4,algarrobito,algarrobito,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Jimena Dorado,
V8,46,2008-10-29,4,p0026,alo.gra,Aloyssia ,gratissima ,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Jimena Dorado,
V8,46,2008-10-29,4,p0108,apio,.,.,2,50,50,.,.,.,.,.,.,.,.,.,.,.,.,.,100,Jimena Dorado,
V8,46,2008-10-29,4,p0108,apio,.,.,5,29,6,30,37,45,.,.,.,.,.,.,.,.,.,.,147,Leo,
V8,46,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6800,6800,Jimena Dorado,
V8,46,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,231,231,Leo,
V8,46,2008-10-29,4,p0020,hof.ere,Hoffmannseggia  ,eremophila ,4,1,1,1,2,.,.,.,.,.,.,.,.,.,.,.,5,Jimena Dorado,
V8,46,2008-10-29,4,p0050,hys.jas,Hysterionica,jassionoide,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Leo,
V8,46,2008-10-29,4,p0050,hys.jas,Hysterionica,jassionoide,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Jimena Dorado,
V8,46,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,7,2,1,1,1,1,2,2,.,.,.,.,.,.,.,.,10,Jimena Dorado,
V8,46,2008-10-29,4,p0006,men.dec,Menodora ,decemfida ,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Leo,
V8,46,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,22,Leo,
V8,46,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Jimena Dorado,
V8,46,2008-10-29,4,p0079,pol.ste,.,.,5,45,50,15,20,20,.,.,.,.,.,.,.,.,.,.,150,Jimena Dorado,
V8,46,2008-10-29,4,p0009,sen.aph,Senna ,aphylla ,1,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,Leo,
V8,46,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,26,1,1,1,4,1,1,1,1,1,1,.,.,.,.,.,34,Leo,
V8,46,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,58,1,3,1,1,1,1,1,3,1,1,.,.,.,.,.,81,Jimena Dorado,
V8,46,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,89,Leo,
V8,46,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,222,222,Jimena Dorado,
V8,48,2008-10-29,4,p0019,aca.ser,Acantholippia ,seriphioides ,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Jimena Dorado,
V8,48,2008-10-29,4,algarrobito,algarrobito,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Leo,
V8,48,2008-10-29,4,algarrobito,algarrobito,.,.,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Jimena Dorado,
V8,48,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,24,Jimena Dorado,
V8,48,2008-10-29,4,p0032,con.mic,Condalia,microphylla,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Jimena Dorado,
V8,48,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Jimena Dorado,
V8,48,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Leo,
V8,48,2008-10-29,4,p0033,geo.dec,Geoffroea,decorticans,2.5,50,7,40,.,.,.,.,.,.,.,.,.,.,.,.,81,Jimena Dorado,
V8,48,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20,Jimena Dorado,
V8,48,2008-10-29,4,p0079,pol.ste,.,.,1,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,Jimena Dorado,
V8,48,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Jimena Dorado,
V8,48,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Leo,
V8,48,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,141,141,Leo,
V8,48,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,45,Jimena Dorado,
V8,T1,2008-10-29,4,p0019,aca.ser,Acantholippia ,seriphioides ,1,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,Erica Stevani,
V8,T1,2008-10-29,4,algarrobito,algarrobito,.,.,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Erica Stevani,
V8,T1,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197,197,Erica Stevani,
V8,T1,2008-10-29,4,p0033,geo.dec,Geoffroea,decorticans,6,350,300,80,9,350,25,.,.,.,.,.,.,.,.,.,1114,Erica Stevani,
V8,T1,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V8,T1,2008-10-29,4,p0006,men.dec,Menodora ,decemfida ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V8,T1,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20,Erica Stevani,
V8,T1,2008-10-29,4,p0056,pyr.sp1,Pyrrhocactus,pachacoensis,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Erica Stevani,
V8,T1,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V8,T1,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,236,236,Erica Stevani,
V8,T2,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,50,Erica Stevani,
V8,T2,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Erica Stevani,
V8,T2,2008-10-29,4,p0006,men.dec,Menodora ,decemfida ,6,1,1,1,2,1,1,.,.,.,.,.,.,.,.,.,7,Erica Stevani,
V8,T2,2008-10-29,4,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,68,Erica Stevani,
V8,T2,2008-10-29,4,p0056,pyr.sp1,Pyrrhocactus,pachacoensis,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Erica Stevani,
V8,T2,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Erica Stevani,
V8,T2,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130,130,Erica Stevani,
V9,49,2008-10-29,4,p0019,aca.ser,Acantholippia ,seriphioides ,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Anahí Miner,
V9,49,2008-10-29,4,p0108,apio,.,.,4,70,50,40,50,.,.,.,.,.,.,.,.,.,.,.,210,Jimena Dorado,
V9,49,2008-10-29,4,p0108,apio,.,.,6,150,45,50,75,30,75,.,.,.,.,.,.,.,.,.,425,Anahí Miner,
V9,49,2008-10-29,4,p0032,con.mic,Condalia,microphylla,1,1600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1600,Jimena Dorado,
V9,49,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,Anahí Miner,
V9,49,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Jimena Dorado,
V9,49,2008-10-29,4,p0091,hel.sp2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,33,Jimena Dorado,
V9,49,2008-10-29,4,p0091,hel.sp2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,70,Anahí Miner,Individuos flores cerradas???
V9,49,2008-10-29,4,p0102,lap.red,.,.,5,2,2,3,2,1,.,.,.,.,.,.,.,.,.,.,10,Jimena Dorado,Blanca
V9,49,2008-10-29,4,p0034,lar.div,Larrea,divaricata,1,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,Jimena Dorado,
V9,49,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,1,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Anahí Miner,
V9,49,2008-10-29,4,p0061,phi.gil,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V9,49,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,41,Anahí Miner,
V9,49,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20,Jimena Dorado,
V9,49,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91,91,Anahí Miner,
V9,51,2008-10-29,4,p0034,lar.div,Larrea,divaricata,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Anahí Miner,
V9,51,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V9,51,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,5,1,4,2,1,4,.,.,.,.,.,.,.,.,.,.,12,Jimena Dorado,
V9,51,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Jimena Dorado,
V9,52,2008-10-29,4,p0019,aca.ser,Acantholippia ,seriphioides ,4,5,6,8,20,.,.,.,.,.,.,.,.,.,.,.,39,Anahí Miner,
V9,52,2008-10-29,4,p0108,apio,.,.,1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Anahí Miner,
V9,52,2008-10-29,4,p0046,arj.lon,Arjona,longifolia,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V9,52,2008-10-29,4,p0032,con.mic,Condalia,microphylla,1,3000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3000,Jimena Dorado,
V9,52,2008-10-29,4,p0059,des.sp1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,Jimena Dorado,
V9,52,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,26,Leo,
V9,52,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,Jimena Dorado,
V9,52,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,28,Anahí Miner,
V9,52,2008-10-29,4,p0091,hel.sp2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,Jimena Dorado,
V9,52,2008-10-29,4,p0020,hof.ere,Hoffmannseggia  ,eremophila ,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Anahí Miner,
V9,52,2008-10-29,4,p0020,hof.ere,Hoffmannseggia  ,eremophila ,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Leo,
V9,52,2008-10-29,4,p0102,lap.red,.,.,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Leo,
V9,52,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V9,52,2008-10-29,4,p0065,men.alb,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Jimena Dorado,
V9,52,2008-10-29,4,p0065,men.alb,.,.,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V9,52,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,23,Leo,
V9,52,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,88,Anahí Miner,
V9,52,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Jimena Dorado,
V9,52,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Leo,
V9,52,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,5,5,6,7,1,2,.,.,.,.,.,.,.,.,.,.,21,Anahí Miner,
V9,54,2008-10-29,4,p0019,aca.ser,Acantholippia ,seriphioides ,1,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,Leo,
V9,54,2008-10-29,4,p0019,aca.ser,Acantholippia ,seriphioides ,7,6,20,8,30,3,30,15,.,.,.,.,.,.,.,.,112,Erica Stevani,
V9,54,2008-10-29,4,p0108,apio,.,.,1,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,110,Leo,
V9,54,2008-10-29,4,p0108,apio,.,.,5,35,35,40,35,30,.,.,.,.,.,.,.,.,.,.,175,Erica Stevani,
V9,54,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Leo,
V9,54,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Erica Stevani,
V9,54,2008-10-29,4,p0102,lap.red,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,Blanca
V9,54,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Leo,
V9,54,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,7,1,2,1,1,2,2,3,.,.,.,.,.,.,.,.,12,Erica Stevani,
V9,54,2008-10-29,4,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V9,54,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130,130,Erica Stevani,
V9,54,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,173,173,Leo,
V9,54,2008-10-29,4,p0054,sph.min,Spharealcea,miniata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V9,54,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Erica Stevani,
V9,54,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,Leo,
V9,T1,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Erica Stevani,
V9,T1,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,25,9,2,1,1,3,4,1,2,2,5,.,.,.,.,.,75,Erica Stevani,
V9,T1,2008-10-29,4,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,290,290,Erica Stevani,
V9,T1,2008-10-29,4,p0021,sch.fas,Schinus,aff. fasciculata ,1.5,10000,3000,2400,.,.,.,.,.,.,.,.,.,.,.,.,7700,Erica Stevani,
V9,T2,2008-10-29,4,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Erica Stevani,
V9,T2,2008-10-29,4,p0036,lec.het,Lecanophora,heterophylla,41,4,1,1,4,4,2,1,2,1,1,.,.,.,.,.,86,Erica Stevani,
V9,T2,2008-10-29,4,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Erica Stevani,
V9,T2,2008-10-29,4,p0043,tri.can,Trichocereus,candicans,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V11,61,2008-10-30,4,p0071,gla.sp2,.,.,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Anahí Miner,
V11,61,2008-10-30,4,p0050,hys.jas,Hysterionica,jassionoide,4,1,1,2,3,.,.,.,.,.,.,.,.,.,.,.,7,Anahí Miner,
