sitio,fecha,tra.par,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,observador,comentarios
V18,2011-11-29,P2,p0003,zuc.pun,Zuccagnia ,punctata ,4,150,50,50,40,.,.,.,.,.,.,.,.,.,.,.,290,Diego,
V18,2011-11-29,P6,p0019,aca.ser,Acantholippia ,seriphioides ,4,200,70,100,10,.,.,.,.,.,.,.,.,.,.,.,380,Diego,
V18,2011-11-29,P6,p0034,lar.div,Larrea,divaricata,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V18,2011-11-29,P6,p0007,lyc.ten,Lycium ,tenuispinosum  ,3,5,17,20,.,.,.,.,.,.,.,.,.,.,.,.,42,Diego,
V18,2011-11-29,P6,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego,
V18,2011-11-29,P6,p0038,pro.fle,Prosopis,flexuosa,2,2,20,.,.,.,.,.,.,.,.,.,.,.,.,.,22,Diego,inflorescencias
V18,2011-11-29,P6,p0127,sol.kur,Solanum,kurtzianum,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Diego,
V18,2011-11-29,P6,p0012,ver.bon,Verbena,bonariensis ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,89,Diego,
V18,2011-11-29,P6,p0012,ver.bon,Verbena,bonariensis ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,Diego,
V18,2011-11-29,P6,p0003,zuc.pun,Zuccagnia ,punctata ,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Diego,
V18,2011-11-29,P6,p0003,zuc.pun,Zuccagnia ,punctata ,1,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Diego,
V18,2011-11-29,T1,p0019,aca.ser,Acantholippia ,seriphioides ,7,5,15,5,15,30,30,20,.,.,.,.,.,.,.,.,120,Diego,
V18,2011-11-29,T1,p0003,zuc.pun,Zuccagnia ,punctata ,3,100,50,50,.,.,.,.,.,.,.,.,.,.,.,.,200,Diego,
V18,2011-11-29,T2,p0019,aca.ser,Acantholippia ,seriphioides ,5,40,150,100,70,100,.,.,.,.,.,.,.,.,.,.,460,Diego,
V18,2011-11-29,T2,p0045,lar.cun,Larrea,cuneifolia,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V18,2011-11-29,T2,p0034,lar.div,Larrea,divaricata,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego,
V18,2011-11-29,T2,p0003,zuc.pun,Zuccagnia ,punctata ,10,5,50,10,10,5,100,12,20,80,100,.,.,.,.,.,392,Diego,
V4,2011-11-29,P1,p0034,lar.div,Larrea,divaricata,4,15,1,50,10,.,.,.,.,.,.,.,.,.,.,.,76,Diego,
V4,2011-11-29,P1,p0037,opu.sul,Opuntia,sulphurea,6,6,10,4,4,2,2,.,.,.,.,.,.,.,.,.,28,Diego,
V4,2011-11-29,P1,p0003,zuc.pun,Zuccagnia ,punctata ,2,200,30,.,.,.,.,.,.,.,.,.,.,.,.,.,230,Diego,
V4,2011-11-29,P2,p0027,bou.spi,Bougainvillea  ,spinosa ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V4,2011-11-29,P2,p0032,con.mic,Condalia,microphylla,1,3000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3000,Diego,
V4,2011-11-29,P2,p0034,lar.div,Larrea,divaricata,6,4,2,4,5,10,2,.,.,.,.,.,.,.,.,.,27,Diego,
V4,2011-11-29,P2,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V4,2011-11-29,P2,p0006,men.dec,Menodora ,decemfida ,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V4,2011-11-29,P2,p0037,opu.sul,Opuntia,sulphurea,3,1,1,4,.,.,.,.,.,.,.,.,.,.,.,.,6,Diego,
V4,2011-11-29,P5,p0032,con.mic,Condalia,microphylla,1,400,.,.,.,.,.,.,.,.,.,.,.,.,.,.,400,Diego,
V4,2011-11-29,P5,p0006,men.dec,Menodora ,decemfida ,2,6,3,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Diego,
V4,2011-11-29,P5,p0037,opu.sul,Opuntia,sulphurea,4,1,2,5,5,.,.,.,.,.,.,.,.,.,.,.,13,Diego,
V4,2011-11-29,P5,p0003,zuc.pun,Zuccagnia ,punctata ,3,5,600,70,.,.,.,.,.,.,.,.,.,.,.,.,675,Diego,
V4,2011-11-29,P6,p0032,con.mic,Condalia,microphylla,1,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,Diego,
V4,2011-11-29,P6,p0037,opu.sul,Opuntia,sulphurea,2,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego,
V4,2011-11-29,P6,p0003,zuc.pun,Zuccagnia ,punctata ,6,50,300,15,100,50,300,.,.,.,.,.,.,.,.,.,815,Diego,
V4,2011-11-29,T1,p0034,lar.div,Larrea,divaricata,2,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Diego,
V4,2011-11-29,T1,p0037,opu.sul,Opuntia,sulphurea,5,3,3,2,2,3,.,.,.,.,.,.,.,.,.,.,13,Diego,
V4,2011-11-29,T1,p0017,sal.gil,Salvia ,gilliesii,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Diego,
V4,2011-11-29,T2,p0034,lar.div,Larrea,divaricata,1,18.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.75,Diego,
V4,2011-11-29,T2,p0037,opu.sul,Opuntia,sulphurea,4,1,5,1,1,.,.,.,.,.,.,.,.,.,.,.,8,Diego,
V4,2011-11-29,T2,p0127,sol.kur,Solanum,kurtzianum,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
V1,2011-12-06,P1,p0026,alo.gra,Aloyssia ,gratissima ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2011-12-06,P1,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2011-12-06,P1,p0034,lar.div,Larrea,divaricata,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V1,2011-12-06,P1,p0006,men.dec,Menodora ,decemfida ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2011-12-06,P1,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2011-12-06,P1,p0127,sol.kur,Solanum,kurtzianum,9,1,1,3,10,10,13,4,3,9,.,.,.,.,.,.,54,Nydia,
V1,2011-12-06,P1,p0127,sol.kur,Solanum,kurtzianum,3,4,29,6,.,.,.,.,.,.,.,.,.,.,.,.,39,Nydia,
V1,2011-12-06,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Nydia,
V1,2011-12-06,P2,p0019,aca.ser,Acantholippia ,seriphioides ,19,48,34,12,70,800,30,240,130,25,700,.,.,.,.,.,3969.1,Nydia,
V1,2011-12-06,P2,p0032,con.mic,Condalia,microphylla,1,100000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100000,Nydia,
V1,2011-12-06,P2,p0034,lar.div,Larrea,divaricata,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V1,2011-12-06,P2,p0036,lec.het,Lecanophora,heterophylla,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2011-12-06,P2,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2011-12-06,P2,p0006,men.dec,Menodora ,decemfida ,5,1,3,3,6,2,.,.,.,.,.,.,.,.,.,.,15,Nydia,
V1,2011-12-06,P2,p0037,opu.sul,Opuntia,sulphurea,3,1,4,3,.,.,.,.,.,.,.,.,.,.,.,.,8,Nydia,
V1,2011-12-06,P2,p0017,sal.gil,Salvia ,gilliesii,2,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
V1,2011-12-06,P5,p0034,lar.div,Larrea,divaricata,4,6,3,8,2,.,.,.,.,.,.,.,.,.,.,.,19,Nydia,
V1,2011-12-06,P5,p0007,lyc.ten,Lycium ,tenuispinosum  ,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2011-12-06,P5,p0006,men.dec,Menodora ,decemfida ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2011-12-06,P5,p0127,sol.kur,Solanum,kurtzianum,2,4,2,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Nydia,
V1,2011-12-06,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,4,25,6,1,2,.,.,.,.,.,.,.,.,.,.,.,34,Nydia,
V1,2011-12-06,P6,p0019,aca.ser,Acantholippia ,seriphioides ,9,270,15,40,8,500,100,7,45,80,.,.,.,.,.,.,1065,Nydia,
V1,2011-12-06,P6,p0050,hys.jas,Hysterionica,jassionoide,8,3,3,1,2,1,2,1,1,.,.,.,.,.,.,.,14,Nydia,
V1,2011-12-06,P6,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2011-12-06,P6,p0006,men.dec,Menodora ,decemfida ,31,2,7,1,1,5,3,5,1,4,2,.,.,.,.,.,96.1,Nydia,
V1,2011-12-06,P6,p0051,mon.aph,Monttea ,aphylla ,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Nydia,
V1,2011-12-06,P6,p0038,pro.fle,Prosopis,flexuosa,2,36000,8000,.,.,.,.,.,.,.,.,.,.,.,.,.,44000,Nydia,300 vainas con 120 flores y 40 con 200 flores 
V1,2011-12-06,P6,p0009,sen.aph,Senna ,aphylla ,5,3,20,8,12,9,.,.,.,.,.,.,.,.,.,.,52,Nydia,
V1,2011-12-06,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,Nydia,2 individuos
V1,2011-12-06,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,Nydia,2 individuos
V1,2011-12-06,P6,p0003,zuc.pun,Zuccagnia ,punctata ,4,45,90,5,15,.,.,.,.,.,.,.,.,.,.,.,155,Nydia,
V1,2011-12-06,T1,p0019,aca.ser,Acantholippia ,seriphioides ,36,300,850,180,200,1030,80,40,50,20,1200,.,.,.,.,.,14220,Nydia,
V1,2011-12-06,T1,p0026,alo.gra,Aloyssia ,gratissima ,2,180,120,.,.,.,.,.,.,.,.,.,.,.,.,.,300,Nydia,
V1,2011-12-06,T1,p0020,hof.ere,Hoffmannseggia  ,eremophila ,2,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
V1,2011-12-06,T1,p0050,hys.jas,Hysterionica,jassionoide,3,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
V1,2011-12-06,T1,p0007,lyc.ten,Lycium ,tenuispinosum  ,2,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V1,2011-12-06,T1,p0006,men.dec,Menodora ,decemfida ,28,13,9,4,2,3,7,6,2,24,13,.,.,.,.,.,232.4,Nydia,
V1,2011-12-06,T1,p0051,mon.aph,Monttea ,aphylla ,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
V1,2011-12-06,T1,p0009,sen.aph,Senna ,aphylla ,5,16,40,5,6,9,.,.,.,.,.,.,.,.,.,.,76,Nydia,
V1,2011-12-06,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,3,4,1,27,.,.,.,.,.,.,.,.,.,.,.,.,32,Nydia,
V1,2011-12-06,T1,p0003,zuc.pun,Zuccagnia ,punctata ,4,100,15,320,12.5,.,.,.,.,.,.,.,.,.,.,.,447.5,Nydia,
V1,2011-12-06,T2,p0019,aca.ser,Acantholippia ,seriphioides ,3,36,45,70,.,.,.,.,.,.,.,.,.,.,.,.,151,Nydia,
V1,2011-12-06,T2,p0004,hel.don,Helenium ,donianum ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2011-12-06,T2,p0020,hof.ere,Hoffmannseggia  ,eremophila ,3,3,2,3,.,.,.,.,.,.,.,.,.,.,.,.,8,Nydia,
V1,2011-12-06,T2,p0034,lar.div,Larrea,divaricata,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Nydia,
V1,2011-12-06,T2,p0006,men.dec,Menodora ,decemfida ,11,1,1,1,2,14,1,1,4,8,2,.,.,.,.,.,38.5,Nydia,
V1,2011-12-06,T2,p0038,pro.fle,Prosopis,flexuosa,1,200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,200,Nydia,4 vainas con 50 flores c/u
V1,2011-12-06,T2,p0127,sol.kur,Solanum,kurtzianum,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V1,2011-12-06,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Nydia,3 individuos
V1,2011-12-06,T2,p0003,zuc.pun,Zuccagnia ,punctata ,3,3,7,151,.,.,.,.,.,.,.,.,.,.,.,.,161,Nydia,
V18,2011-12-06,P1,p0019,aca.ser,Acantholippia ,seriphioides ,1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Diego,
V18,2011-12-06,P1,p0045,lar.cun,Larrea,cuneifolia,8,175,30,25,30,7,80,10,1,130,6,27.5,.,.,.,.,379.2727272727,Diego,
V18,2011-12-06,P1,p0034,lar.div,Larrea,divaricata,1,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,Diego,
V18,2011-12-06,P1,p0003,zuc.pun,Zuccagnia ,punctata ,1,200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,200,Diego,
V18,2011-12-06,P2,p0019,aca.ser,Acantholippia ,seriphioides ,2,150,150,.,.,.,.,.,.,.,.,.,.,.,.,.,300,Diego,
V18,2011-12-06,P2,p0045,lar.cun,Larrea,cuneifolia,3,500,750,80,.,.,.,.,.,.,.,.,.,.,.,.,1330,Diego,
V18,2011-12-06,P2,p0034,lar.div,Larrea,divaricata,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego,
V18,2011-12-06,P2,p0036,lec.het,Lecanophora,heterophylla,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
V18,2011-12-06,P2,p0007,lyc.ten,Lycium ,tenuispinosum  ,5,4,7,6,10,4,.,.,.,.,.,.,.,.,.,.,31,Diego,
V18,2011-12-06,P2,p0127,sol.kur,Solanum,kurtzianum,5,8,50,3,50,1,.,.,.,.,.,.,.,.,.,.,112,Diego,
V18,2011-12-06,P2,p0012,ver.bon,Verbena,bonariensis ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,180,180,Diego,
V18,2011-12-06,P2,p0003,zuc.pun,Zuccagnia ,punctata ,2,15,30,.,.,.,.,.,.,.,.,.,.,.,.,.,45,Diego,
V18,2011-12-06,P5,p0034,lar.div,Larrea,divaricata,2,2,15,8,.,.,.,.,.,.,.,.,.,.,.,.,16.6666666667,Diego,
V18,2011-12-06,P5,p0006,men.dec,Menodora ,decemfida ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V18,2011-12-06,P5,p0127,sol.kur,Solanum,kurtzianum,2,7,12,.,.,.,.,.,.,.,.,.,.,.,.,.,19,Diego,
V18,2011-12-06,P5,p0012,ver.bon,Verbena,bonariensis ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,32,Diego,
V18,2011-12-06,P5,p0003,zuc.pun,Zuccagnia ,punctata ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V18,2011-12-06,P6,p0019,aca.ser,Acantholippia ,seriphioides ,7,150,120,500,20,50,100,150,.,.,.,.,.,.,.,.,1090,Diego,
V18,2011-12-06,P6,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
V18,2011-12-06,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,Diego,
V18,2011-12-06,P6,p0012,ver.bon,Verbena,bonariensis ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,50,Diego,
V18,2011-12-06,T1,p0019,aca.ser,Acantholippia ,seriphioides ,15,50,40,25,35,30,25,40,20,10,10,.,.,.,.,.,427.5,Diego,
V18,2011-12-06,T1,p0045,lar.cun,Larrea,cuneifolia,1,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,Diego,
V18,2011-12-06,T1,p0045,lar.cun,Larrea,cuneifolia,1,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Diego,
V18,2011-12-06,T1,p0006,men.dec,Menodora ,decemfida ,6,2,1,2,1,6,2,.,.,.,.,.,.,.,.,.,14,Diego,
V18,2011-12-06,T1,p0038,pro.fle,Prosopis,flexuosa,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego,
V18,2011-12-06,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Diego,
V18,2011-12-06,T1,p0012,ver.bon,Verbena,bonariensis ,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Diego,
V18,2011-12-06,T1,p0003,zuc.pun,Zuccagnia ,punctata ,3,25,20,10,.,.,.,.,.,.,.,.,.,.,.,.,55,Diego,
V18,2011-12-06,T2,p0019,aca.ser,Acantholippia ,seriphioides ,1,100,200,250,150,50,70,150,200,50,.,.,.,.,.,.,135.5555555556,Diego,
V18,2011-12-06,T2,p0045,lar.cun,Larrea,cuneifolia,3,18,10,5,.,.,.,.,.,.,.,.,.,.,.,.,33,Diego,
V18,2011-12-06,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,Diego,
V18,2011-12-06,T2,p0003,zuc.pun,Zuccagnia ,punctata ,3,10,7,4,8,.,.,.,.,.,.,.,.,.,.,.,21.75,Diego,
V19,2011-12-06,P1,p0050,hys.jas,Hysterionica,jassionoide,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V19,2011-12-06,P1,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V19,2011-12-06,P1,p0009,sen.aph,Senna ,aphylla ,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V19,2011-12-06,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Diego,
V19,2011-12-06,P2,p0026,alo.gra,Aloyssia ,gratissima ,3,100,1500,1500,.,.,.,.,.,.,.,.,.,.,.,.,3100,Diego,
V19,2011-12-06,P2,p0129,hya.arg,Hyalis,argentea,2,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,2.6666666667,Diego,
V19,2011-12-06,P2,p0006,men.dec,Menodora ,decemfida ,15,1,1,1,1,1,2,5,8,2,1,.,.,.,.,.,34.5,Diego,
V19,2011-12-06,P5,p0019,aca.ser,Acantholippia ,seriphioides ,3,200,60,800,.,.,.,.,.,.,.,.,.,.,.,.,1060,Diego,
V19,2011-12-06,P5,p0006,men.dec,Menodora ,decemfida ,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116.6666666667,Diego,
V19,2011-12-06,P5,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V19,2011-12-06,P6,p0026,alo.gra,Aloyssia ,gratissima ,3,1200,1000,1000,.,.,.,.,.,.,.,.,.,.,.,.,3200,Diego,
V19,2011-12-06,P6,p0129,hya.arg,Hyalis,argentea,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V19,2011-12-06,T2,p0019,aca.ser,Acantholippia ,seriphioides ,4,50,100,200,100,.,.,.,.,.,.,.,.,.,.,.,450,Diego,
V19,2011-12-06,T2,p0026,alo.gra,Aloyssia ,gratissima ,6,500,120,200,900,150,350,.,.,.,.,.,.,.,.,.,2220,Diego,
V19,2011-12-06,T2,p0026,alo.gra,Aloyssia ,gratissima ,7,250,100,200,200,150,200,100,.,.,.,.,.,.,.,.,1200,Diego,
V19,2011-12-06,T2,p0129,hya.arg,Hyalis,argentea,9,2,9,1,1,2,1,1,2,1,.,.,.,.,.,.,20,Diego,
V19,2011-12-06,T2,p0050,hys.jas,Hysterionica,jassionoide,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V19,2011-12-06,T2,p0006,men.dec,Menodora ,decemfida ,42,3,6,1,2,1,3,2,1,1,2,3,.,.,.,.,95.4545454545,Diego,
V19,2011-12-06,T2,p0061,phi.gil,Philibertia,gilliesi,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Diego,
V19,2011-12-06,T2,p0009,sen.aph,Senna ,aphylla ,2,100,30,50,20,.,.,.,.,.,.,.,.,.,.,.,100,Diego,
V19,2011-12-06,T2,p0127,sol.kur,Solanum,kurtzianum,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego,
V19,2011-12-06,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,39,Diego,
V21,2011-12-06,P1,p0019,aca.ser,Acantholippia ,seriphioides ,3,50,100,50,.,.,.,.,.,.,.,.,.,.,.,.,200,Diego,
V21,2011-12-06,P1,p0047,dyp.gla,Dipyrena ,glaberrima,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Diego,
V21,2011-12-06,P1,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V21,2011-12-06,P1,p0006,men.dec,Menodora ,decemfida ,4,13,10,1,2,.,.,.,.,.,.,.,.,.,.,.,26,Diego,
V21,2011-12-06,P1,p0040,ros.sp1,Rosa,sp.,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Diego,
V21,2011-12-06,P1,p0134,tag.sp1,Tagetes,sp.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V21,2011-12-06,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Diego,
V21,2011-12-06,P2,p0027,bou.spi,Bougainvillea  ,spinosa ,2,300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,600,Diego,
V21,2011-12-06,P2,p0020,hof.ere,Hoffmannseggia  ,eremophila ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V21,2011-12-06,P2,p0050,hys.jas,Hysterionica,jassionoide,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V21,2011-12-06,P2,p0006,men.dec,Menodora ,decemfida ,1,8.3333333333,4,26,4,95,10,70,.,.,.,.,.,.,.,.,31.0476190476,Diego,
V21,2011-12-06,P2,p0126,mut.sp,Mutisia,sp.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V21,2011-12-06,P2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V21,2011-12-06,P2,p0056,phr.pac,Pyrrhocactus,pachacoensis,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V21,2011-12-06,P2,p0134,tag.sp1,Tagetes,sp.,4,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,12,Diego,
V21,2011-12-06,P5,p0050,hys.jas,Hysterionica,jassionoide,7,1,1,1,1,1,2,1,.,.,.,.,.,.,.,.,8,Diego,
V21,2011-12-06,P5,p0006,men.dec,Menodora ,decemfida ,14,5,6,5,17,4,2,2,2,3,4,3,.,.,.,.,67.4545454545,Diego,
V21,2011-12-06,P5,p0037,opu.sul,Opuntia,sulphurea,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V21,2011-12-06,P5,p0056,phr.pac,Pyrrhocactus,pachacoensis,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V21,2011-12-06,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V21,2011-12-06,T1,p0047,dyp.gla,Dipyrena ,glaberrima,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Diego,
V21,2011-12-06,T1,p0006,men.dec,Menodora ,decemfida ,3,250,25,10,.,.,.,.,.,.,.,.,.,.,.,.,285,Diego,
V21,2011-12-06,T2,p0026,alo.gra,Aloyssia ,gratissima ,10,300,250,350,200,1000,.,.,.,.,.,.,.,.,.,.,4200,Diego,
V21,2011-12-06,T2,p0050,hys.jas,Hysterionica,jassionoide,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V21,2011-12-06,T2,p0006,men.dec,Menodora ,decemfida ,12,47,35,45,90,90,5,20,5,57.5,45,80,.,.,.,.,566.7272727273,Diego,
V21,2011-12-06,T2,p0017,sal.gil,Salvia ,gilliesii,2,18.3333333333,2,.,.,.,.,.,.,.,.,.,.,.,.,.,20.3333333333,Diego,
V4,2011-12-06,P1,p0019,aca.ser,Acantholippia ,seriphioides ,16,5,80,4,13,15,19,25,10,18,9,.,.,.,.,.,316.8,Nydia,
V4,2011-12-06,P1,p0036,lec.het,Lecanophora,heterophylla,4,2,2,1,2,.,.,.,.,.,.,.,.,.,.,.,7,Nydia,
V4,2011-12-06,P1,p0007,lyc.ten,Lycium ,tenuispinosum  ,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V4,2011-12-06,P1,p0037,opu.sul,Opuntia,sulphurea,5,3,1,10,1,6,.,.,.,.,.,.,.,.,.,.,21,Nydia,
V4,2011-12-06,P1,p0061,phi.gil,Philibertia,gilliesi,2,15,13,.,.,.,.,.,.,.,.,.,.,.,.,.,28,Nydia,
V4,2011-12-06,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,2,1,16,.,.,.,.,.,.,.,.,.,.,.,.,.,17,Nydia,
V4,2011-12-06,P1,p0003,zuc.pun,Zuccagnia ,punctata ,1,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Nydia,
V4,2011-12-06,P2,p0032,con.mic,Condalia,microphylla,1,800,.,.,.,.,.,.,.,.,.,.,.,.,.,.,800,Nydia,
V4,2011-12-06,P2,p0034,lar.div,Larrea,divaricata,3,1,3,10,.,.,.,.,.,.,.,.,.,.,.,.,14,Nydia,
V4,2011-12-06,P2,p0006,men.dec,Menodora ,decemfida ,3,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
