sitio,fecha,tra.par,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores_ind,flores.herb,flores.tot,observador,comentarios
V4,2009-11-02,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,34.67,34.67,Diego Vázquez,.
V4,2009-11-02,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,8,8,Diego Vázquez,.
V4,2009-11-02,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,235,235,Diego Vázquez,.
V4,2009-11-02,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,157,157,Diego Vázquez,.
V4,2009-11-02,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,40,40,Diego Vázquez,.
V1,2009-11-03,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,80,80,Diego Vázquez,.
V1,2009-11-03,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,6,6,Diego Vázquez,.
V1,2009-11-03,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,97,97,Diego Vázquez,.
V1,2009-11-03,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,15,15,Diego Vázquez,.
V19,2009-11-03,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,200,200,Diego Vázquez,.
V19,2009-11-03,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,6,6,Diego Vázquez,.
V19,2009-11-03,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,12,12,Diego Vázquez,.
V19,2009-11-03,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,2,2,Diego Vázquez,.
V19,2009-11-03,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,27,27,Diego Vázquez,.
V21,2009-11-03,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,24,24,Diego Vázquez,.
V21,2009-11-03,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,7,7,Diego Vázquez,.
V21,2009-11-03,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,43,43,Diego Vázquez,.
V21,2009-11-03,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,11,11,Diego Vázquez,.
V1,2009-11-09,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,12,15.5,.,186,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-11-09,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,60,60,Diego Vázquez,.
V19,2009-11-09,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,10,10,Diego Vázquez,.
V20,2009-11-09,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,1,1,Diego Vázquez,.
V21,2009-11-09,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,30,30,Diego Vázquez,.
V21,2009-11-09,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,10,10,Diego Vázquez,.
V4,2009-11-09,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,47,47,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,56,56,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,P5,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,14,14,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,P6,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,273,273,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,5,5,Natacha Chacoff,.
V4,2009-11-09,T2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,13,13,Natacha Chacoff,.
V1,2009-11-18,P2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,1,2,.,2,Rocío Castro Urgal/Nydia Vitale,.
V19,2009-11-19,T1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,2,2,Diego Vázquez,.
V20,2009-12-16,P1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,1,1,.,1,Diego Vázquez,.
V1,2009-10-19,P1,p0026,alo.gra,Aloyssia ,gratissima ,1,140,.,140,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-10-19,.,p0026,alo.gra,Aloyssia ,gratissima ,.,.,.,.,Diego Vázquez,Fuera de parcelas
V19,2009-10-19,P2,p0026,alo.gra,Aloyssia ,gratissima ,2,253,.,506,Diego Vázquez,.
V19,2009-10-19,P6,p0026,alo.gra,Aloyssia ,gratissima ,5,119.6,.,598,Diego Vázquez,.
V19,2009-10-19,T2,p0026,alo.gra,Aloyssia ,gratissima ,2,13.5,.,27,Diego Vázquez,.
V4,2009-10-19,T1,p0026,alo.gra,Aloyssia ,gratissima ,1,75,.,75,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P1,p0026,alo.gra,Aloyssia ,gratissima ,3,158.33,.,475,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-10-26,P5,p0026,alo.gra,Aloyssia ,gratissima ,2,102.5,.,205,Diego Vázquez,.
V19,2009-10-26,T1,p0026,alo.gra,Aloyssia ,gratissima ,1,69,.,69,Diego Vázquez,.
V19,2009-10-26,T2,p0026,alo.gra,Aloyssia ,gratissima ,5,44.2,.,221,Diego Vázquez,.
V19,2009-11-03,P5,p0026,alo.gra,Aloyssia ,gratissima ,1,45,.,45,Diego Vázquez,.
V19,2009-11-03,T2,p0026,alo.gra,Aloyssia ,gratissima ,1,10,.,10,Diego Vázquez,.
V20,2009-11-03,P2,p0026,alo.gra,Aloyssia ,gratissima ,1,15,.,15,Diego Vázquez,.
V21,2009-11-03,T2,p0026,alo.gra,Aloyssia ,gratissima ,2,21.5,.,43,Diego Vázquez,.
V18,2009-11-02,P1,p0032,con.mic,Condalia,microphylla,1,350,.,350,Diego Vázquez,.
V4,2009-11-02,P1,p0032,con.mic,Condalia,microphylla,3,1453.33,.,4360,Diego Vázquez,.
V4,2009-11-02,P6,p0032,con.mic,Condalia,microphylla,1,50,.,50,Diego Vázquez,.
V1,2009-11-03,P6,p0032,con.mic,Condalia,microphylla,1,200,.,200,Diego Vázquez,.
V1,2009-11-03,T2,p0032,con.mic,Condalia,microphylla,2,800,.,1600,Diego Vázquez,.
V19,2009-11-03,P1,p0032,con.mic,Condalia,microphylla,3,333.33,.,1000,Diego Vázquez,.
V19,2009-11-03,P2,p0032,con.mic,Condalia,microphylla,2,225,.,450,Diego Vázquez,.
V19,2009-11-03,P5,p0032,con.mic,Condalia,microphylla,1,200,.,200,Diego Vázquez,.
V1,2009-11-09,P2,p0032,con.mic,Condalia,microphylla,1,300,.,300,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-09,T2,p0032,con.mic,Condalia,microphylla,2,2850,.,5700,Natacha Chacoff,.
V18,2009-11-09,P1,p0032,con.mic,Condalia,microphylla,1,300,.,300,Diego Vázquez,.
V18,2009-11-09,T1,p0032,con.mic,Condalia,microphylla,1,3000,.,3000,Diego Vázquez,.
V19,2009-11-09,P1,p0032,con.mic,Condalia,microphylla,4,312.5,.,1250,Diego Vázquez,.
V19,2009-11-09,P2,p0032,con.mic,Condalia,microphylla,2,550,.,1100,Diego Vázquez,.
V19,2009-11-09,T1,p0032,con.mic,Condalia,microphylla,1,100,.,100,Diego Vázquez,.
V20,2009-11-09,T2,p0032,con.mic,Condalia,microphylla,1,100,.,100,Diego Vázquez,Mucho pimpollos
V4,2009-11-09,P1,p0032,con.mic,Condalia,microphylla,2,2750,.,5500,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,P2,p0032,con.mic,Condalia,microphylla,3,4266.67,.,12800,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,P6,p0032,con.mic,Condalia,microphylla,1,6000,.,6000,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,T1,p0032,con.mic,Condalia,microphylla,1,2000,.,2000,Natacha Chacoff,.
V1,2009-11-18,P2,p0032,con.mic,Condalia,microphylla,1,500,.,500,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-18,P6,p0032,con.mic,Condalia,microphylla,1,300,.,300,Natacha Chacoff,.
V1,2009-11-18,T2,p0032,con.mic,Condalia,microphylla,2,2095,.,4190,Natacha Chacoff,.
V4,2009-11-18,P1,p0032,con.mic,Condalia,microphylla,2,60000,.,120000,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,P2,p0032,con.mic,Condalia,microphylla,2,8500,.,17000,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,P6,p0032,con.mic,Condalia,microphylla,1,10000,.,10000,Natacha Chacoff,.
V18,2009-11-19,P2,p0032,con.mic,Condalia,microphylla,1,700,.,700,Diego Vázquez,.
V18,2009-11-19,T1,p0032,con.mic,Condalia,microphylla,1,3000,.,3000,Diego Vázquez,.
V19,2009-11-19,P1,p0032,con.mic,Condalia,microphylla,4,250,.,1000,Diego Vázquez,.
V19,2009-11-19,P5,p0032,con.mic,Condalia,microphylla,1,333.33,.,333.33,Diego Vázquez,.
V19,2009-11-19,T1,p0032,con.mic,Condalia,microphylla,1,200,.,200,Diego Vázquez,.
V20,2009-11-19,T1,p0032,con.mic,Condalia,microphylla,1,5,.,5,Diego Vázquez,muchos pimpollos
V20,2009-11-19,T2,p0032,con.mic,Condalia,microphylla,1,600,.,600,Diego Vázquez,.
V1,2009-11-23,T2,p0032,con.mic,Condalia,microphylla,2,1400,.,2800,Belén Maldonado/Rocío Castro Urgal,.
V19,2009-11-23,P1,p0032,con.mic,Condalia,microphylla,1,1000,.,1000,Diego Vázquez,.
V20,2009-11-23,T2,p0032,con.mic,Condalia,microphylla,1,400,.,400,Diego Vázquez,"Baccharis en flor, no lo cuento"
V20,2009-11-23,T2,p0032,con.mic,Condalia,microphylla,1,300,.,300,Diego Vázquez,.
V4,2009-11-23,P1,p0032,con.mic,Condalia,microphylla,2,400,.,800,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P2,p0032,con.mic,Condalia,microphylla,2,1500,.,3000,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P6,p0032,con.mic,Condalia,microphylla,1,1500,.,1500,Belén Maldonado/Nydia Vitale,.
V4,2009-11-23,P6,p0032,con.mic,Condalia,microphylla,2,850,.,1700,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-30,P6,p0032,con.mic,Condalia,microphylla,1,15,.,15,Natacha Chacoff,.
V4,2009-11-30,P1,p0032,con.mic,Condalia,microphylla,2,315,.,630,Belén Maldonado,.
V4,2009-11-30,P6,p0032,con.mic,Condalia,microphylla,1,60,.,60,Natacha Chacoff,.
V19,2009-12-01,P1,p0032,con.mic,Condalia,microphylla,2,620,.,1240,Diego Vázquez,.
V20,2009-12-01,P1,p0032,con.mic,Condalia,microphylla,1,1200,.,1200,Diego Vázquez,"baccharis en flor, no lo cuento"
V20,2009-12-01,P6,p0032,con.mic,Condalia,microphylla,1,6000,.,6000,Diego Vázquez,.
V20,2009-12-01,T1,p0032,con.mic,Condalia,microphylla,1,4000,.,4000,Diego Vázquez,.
V20,2009-12-01,T2,p0032,con.mic,Condalia,microphylla,1,300,.,300,Diego Vázquez,.
V20,2009-12-16,T1,p0032,con.mic,Condalia,microphylla,1,2500,.,2500,Diego Vázquez,.
V1,2009-10-26,P1,p0034,lar.div,Larrea,divaricata,1,7,.,7,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-11-02,P2,p0034,lar.div,Larrea,divaricata,1,300,.,300,Diego Vázquez,Muchos pimpollos
V18,2009-11-02,P5,p0034,lar.div,Larrea,divaricata,1,2,.,2,Diego Vázquez,.
V18,2009-11-02,P6,p0034,lar.div,Larrea,divaricata,1,17.5,.,17.5,Diego Vázquez,.
V4,2009-11-02,P2,p0034,lar.div,Larrea,divaricata,2,128.48,.,256.95,Diego Vázquez,.
V4,2009-11-02,P5,p0034,lar.div,Larrea,divaricata,1,75,.,75,Diego Vázquez,.
V4,2009-11-02,T1,p0034,lar.div,Larrea,divaricata,2,2.88,.,5.75,Diego Vázquez,.
V1,2009-11-03,P1,p0034,lar.div,Larrea,divaricata,6,262.83,.,1577,Diego Vázquez,.
V1,2009-11-03,P5,p0034,lar.div,Larrea,divaricata,2,65,.,130,Diego Vázquez,.
V1,2009-11-09,P1,p0034,lar.div,Larrea,divaricata,5,36.8,.,184,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-09,P5,p0034,lar.div,Larrea,divaricata,2,15,.,30,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-09,T2,p0034,lar.div,Larrea,divaricata,2,151.5,.,303,Natacha Chacoff,.
V18,2009-11-09,P2,p0034,lar.div,Larrea,divaricata,1,540,.,540,Diego Vázquez,.
V18,2009-11-09,P5,p0034,lar.div,Larrea,divaricata,1,3,.,3,Diego Vázquez,.
V18,2009-11-09,P6,p0034,lar.div,Larrea,divaricata,3,26.67,.,80,Diego Vázquez,.
V4,2009-11-09,P1,p0034,lar.div,Larrea,divaricata,1,3,.,3,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,P2,p0034,lar.div,Larrea,divaricata,2,630,.,1260,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,P5,p0034,lar.div,Larrea,divaricata,4,20.75,.,83,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-09,T1,p0034,lar.div,Larrea,divaricata,8,189.13,.,1513,Natacha Chacoff,.
V4,2009-11-09,T2,p0034,lar.div,Larrea,divaricata,3,4.67,.,14,Natacha Chacoff,.
V1,2009-11-18,P1,p0034,lar.div,Larrea,divaricata,6,110.33,.,662,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-18,P2,p0034,lar.div,Larrea,divaricata,1,1,.,1,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-18,P5,p0034,lar.div,Larrea,divaricata,10,92.67,.,926.67,Natacha Chacoff,.
V1,2009-11-18,T2,p0034,lar.div,Larrea,divaricata,4,78.25,.,313,Natacha Chacoff,.
V4,2009-11-18,P1,p0034,lar.div,Larrea,divaricata,10,23.5,.,235,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,P2,p0034,lar.div,Larrea,divaricata,6,354.67,.,2128,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,P5,p0034,lar.div,Larrea,divaricata,11,98.89,.,1087.78,Natacha Chacoff,.
V4,2009-11-18,T1,p0034,lar.div,Larrea,divaricata,11,110.12,.,1211.34,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,T2,p0034,lar.div,Larrea,divaricata,4,45.25,.,181,Natacha Chacoff,.
V18,2009-11-19,P2,p0034,lar.div,Larrea,divaricata,5,60.4,.,302,Diego Vázquez,.
V18,2009-11-19,P5,p0034,lar.div,Larrea,divaricata,6,56.67,.,340,Diego Vázquez,.
V18,2009-11-19,P6,p0034,lar.div,Larrea,divaricata,7,287.43,.,2012,Diego Vázquez,.
V1,2009-11-23,P2,p0034,lar.div,Larrea,divaricata,1,15,.,15,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-11-23,T2,p0034,lar.div,Larrea,divaricata,4,27,.,108,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-11-23,P1,p0034,lar.div,Larrea,divaricata,2,14.17,.,28.33,Diego Vázquez,.
V18,2009-11-23,P2,p0034,lar.div,Larrea,divaricata,1,1,.,1,Diego Vázquez,.
V18,2009-11-23,P5,p0034,lar.div,Larrea,divaricata,4,107.5,.,430,Diego Vázquez,.
V18,2009-11-23,P6,p0034,lar.div,Larrea,divaricata,5,88,.,440,Diego Vázquez,.
V4,2009-11-23,P1,p0034,lar.div,Larrea,divaricata,7,34.48,.,241.33,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P1,p0034,lar.div,Larrea,divaricata,3,1653,.,4959,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P2,p0034,lar.div,Larrea,divaricata,7,51.55,.,360.83,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P5,p0034,lar.div,Larrea,divaricata,4,24,.,96,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P5,p0034,lar.div,Larrea,divaricata,8,80,.,640,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,T1,p0034,lar.div,Larrea,divaricata,10,23.5,.,235,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,T2,p0034,lar.div,Larrea,divaricata,3,28.33,.,85,Belén Maldonado/Nydia Vitale,.
V4,2009-11-23,T2,p0034,lar.div,Larrea,divaricata,1,8,.,8,Belén Maldonado/Nydia Vitale,.
V1,2009-11-30,P5,p0034,lar.div,Larrea,divaricata,7,50.33,.,352.33,Natacha Chacoff,.
V1,2009-11-30,T2,p0034,lar.div,Larrea,divaricata,3,4.33,.,13,Natacha Chacoff,.
V4,2009-11-30,P1,p0034,lar.div,Larrea,divaricata,5,14.6,.,73,Belén Maldonado,.
V4,2009-11-30,P1,p0034,lar.div,Larrea,divaricata,1,10,.,10,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-30,P2,p0034,lar.div,Larrea,divaricata,3,8.33,.,25,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-30,T1,p0034,lar.div,Larrea,divaricata,6,6.67,.,40,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-30,T2,p0034,lar.div,Larrea,divaricata,2,1.5,.,3,Rocío Castro Urgal/Nydia Vitale,.
V18,2009-12-01,P6,p0034,lar.div,Larrea,divaricata,1,16,.,16,Diego Vázquez,.
V1,2009-09-28,P1,p0035,lar.nit,Larrea,nitida,.,.,18,18,Belén Maldonado/Nydia Vitale,.
V1,2009-10-07,P1,p0035,lar.nit,Larrea,nitida,4,118.25,.,473,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-12,P1,p0035,lar.nit,Larrea,nitida,5,105,.,525,Rocío Castro Urgal/Belén Maldonado,.
V1,2009-10-19,P1,p0035,lar.nit,Larrea,nitida,8,146.79,.,1174.29,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-19,P5,p0035,lar.nit,Larrea,nitida,1,61,.,61,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P1,p0035,lar.nit,Larrea,nitida,6,47.57,.,285.43,Belén Maldonado/Rocío Castro Urgal,.
V1,2009-10-26,P5,p0035,lar.nit,Larrea,nitida,1,125,.,125,Belén Maldonado/Rocío Castro Urgal,.
V20,2009-10-26,.,p0035,lar.nit,Larrea,nitida,.,.,.,.,Diego Vázquez,Fuera de parcelas
V20,2009-11-03,P6,p0035,lar.nit,Larrea,nitida,4,60,.,240,Diego Vázquez,.
V20,2009-11-09,P6,p0035,lar.nit,Larrea,nitida,5,22.8,.,114,Diego Vázquez,.
V19,2009-10-26,.,p0036,lec.het,Lecanophora,heterophylla,.,.,.,.,Diego Vázquez,Fuera de parcelas
V4,2009-11-02,P2,p0036,lec.het,Lecanophora,heterophylla,1,1,.,1,Diego Vázquez,.
V18,2009-11-02,.,p0037,opu.sul,Opuntia,sulphurea,1,2,.,2,Diego Vázquez,Fuera de parcelas
V18,2009-11-09,P5,p0037,opu.sul,Opuntia,sulphurea,1,4,.,4,Diego Vázquez,.
V19,2009-11-09,.,p0037,opu.sul,Opuntia,sulphurea,.,.,.,.,Diego Vázquez,.
V19,2009-11-09,T2,p0037,opu.sul,Opuntia,sulphurea,1,5,.,5,Diego Vázquez,.
V1,2009-11-18,P5,p0037,opu.sul,Opuntia,sulphurea,3,5.33,.,16,Natacha Chacoff,.
V4,2009-11-18,P1,p0037,opu.sul,Opuntia,sulphurea,3,3,.,9,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,P2,p0037,opu.sul,Opuntia,sulphurea,1,4,.,4,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,P5,p0037,opu.sul,Opuntia,sulphurea,3,10.33,.,31,Natacha Chacoff,.
V4,2009-11-18,P6,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Natacha Chacoff,.
V4,2009-11-18,T1,p0037,opu.sul,Opuntia,sulphurea,2,1.5,.,3,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-18,T2,p0037,opu.sul,Opuntia,sulphurea,1,14,.,14,Natacha Chacoff,.
V18,2009-11-19,P2,p0037,opu.sul,Opuntia,sulphurea,1,2,.,2,Diego Vázquez,.
V19,2009-11-19,P5,p0037,opu.sul,Opuntia,sulphurea,1,2,.,2,Diego Vázquez,.
V19,2009-11-19,T2,p0037,opu.sul,Opuntia,sulphurea,1,10,.,10,Diego Vázquez,.
V1,2009-11-23,P2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Belén Maldonado/Rocío Castro Urgal,.
V18,2009-11-23,P2,p0037,opu.sul,Opuntia,sulphurea,1,2,.,2,Diego Vázquez,.
V18,2009-11-23,P5,p0037,opu.sul,Opuntia,sulphurea,2,1.5,.,3,Diego Vázquez,.
V18,2009-11-23,T2,p0037,opu.sul,Opuntia,sulphurea,1,4,.,4,Diego Vázquez,.
V19,2009-11-23,P5,p0037,opu.sul,Opuntia,sulphurea,2,5.5,.,11,Diego Vázquez,.
V19,2009-11-23,P6,p0037,opu.sul,Opuntia,sulphurea,1,6,.,6,Diego Vázquez,.
V19,2009-11-23,T2,p0037,opu.sul,Opuntia,sulphurea,2,7,.,14,Diego Vázquez,.
V4,2009-11-23,P1,p0037,opu.sul,Opuntia,sulphurea,7,2.14,.,15,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P1,p0037,opu.sul,Opuntia,sulphurea,5,4.2,.,21,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P2,p0037,opu.sul,Opuntia,sulphurea,2,6,.,12,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P5,p0037,opu.sul,Opuntia,sulphurea,10,6.4,.,64,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P5,p0037,opu.sul,Opuntia,sulphurea,9,10.25,.,92.25,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,P6,p0037,opu.sul,Opuntia,sulphurea,1,4,.,4,Belén Maldonado/Nydia Vitale,.
V4,2009-11-23,T1,p0037,opu.sul,Opuntia,sulphurea,4,2.5,.,10,Belén Maldonado/Rocío Castro Urgal,.
V4,2009-11-23,T2,p0037,opu.sul,Opuntia,sulphurea,5,2,.,10,Belén Maldonado/Nydia Vitale,.
V1,2009-11-30,P2,p0037,opu.sul,Opuntia,sulphurea,1,3,.,3,Rocío Castro Urgal/Nydia Vitale,.
V1,2009-11-30,P5,p0037,opu.sul,Opuntia,sulphurea,4,10.75,.,43,Natacha Chacoff,.
V4,2009-11-30,P1,p0037,opu.sul,Opuntia,sulphurea,18,1.92,.,34.5,Belén Maldonado,.
V4,2009-11-30,P1,p0037,opu.sul,Opuntia,sulphurea,3,3,.,9,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-30,P2,p0037,opu.sul,Opuntia,sulphurea,4,3.5,.,14,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-30,P5,p0037,opu.sul,Opuntia,sulphurea,7,8.57,.,60,Natacha Chacoff,.
V4,2009-11-30,P6,p0037,opu.sul,Opuntia,sulphurea,2,2.5,.,5,Natacha Chacoff,.
V4,2009-11-30,T1,p0037,opu.sul,Opuntia,sulphurea,9,2,.,18,Rocío Castro Urgal/Nydia Vitale,.
V4,2009-11-30,T2,p0037,opu.sul,Opuntia,sulphurea,2,5,.,10,Rocío Castro Urgal/Nydia Vitale,.
V18,2009-12-01,P2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Diego Vázquez,.
V18,2009-12-01,P5,p0037,opu.sul,Opuntia,sulphurea,4,3,.,12,Diego Vázquez,.
V18,2009-12-01,T2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Diego Vázquez,.
V19,2009-12-01,P1,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Diego Vázquez,.
V19,2009-12-01,P2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Diego Vázquez,.
V19,2009-12-01,P5,p0037,opu.sul,Opuntia,sulphurea,5,3.2,.,16,Diego Vázquez,.
V1,2009-12-11,P1,p0037,opu.sul,Opuntia,sulphurea,1,2,.,2,Nydia Vitale,.
V1,2009-12-11,P5,p0037,opu.sul,Opuntia,sulphurea,4,2.75,.,11,Nydia Vitale,.
V1,2009-12-11,T1,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Nydia Vitale,.
V4,2009-12-11,P1,p0037,opu.sul,Opuntia,sulphurea,15,3.8,.,57,Nydia Vitale,.
V4,2009-12-11,P2,p0037,opu.sul,Opuntia,sulphurea,7,4.43,.,31,Nydia Vitale,.
V4,2009-12-11,P5,p0037,opu.sul,Opuntia,sulphurea,13,4.15,.,54,Nydia Vitale,.
V4,2009-12-11,P6,p0037,opu.sul,Opuntia,sulphurea,4,1.25,.,5,Nydia Vitale,.
V4,2009-12-11,T1,p0037,opu.sul,Opuntia,sulphurea,12,1.58,.,19,Nydia Vitale,.
V4,2009-12-11,T2,p0037,opu.sul,Opuntia,sulphurea,11,2.73,.,30,Nydia Vitale,.
V4,2009-12-15,P1,p0037,opu.sul,Opuntia,sulphurea,10,3,.,30,Diego Vázquez,.
V4,2009-12-15,P2,p0037,opu.sul,Opuntia,sulphurea,8,4.25,.,34,Diego Vázquez,.
V4,2009-12-15,P5,p0037,opu.sul,Opuntia,sulphurea,10,4.4,.,44,Diego Vázquez,.
V4,2009-12-15,P6,p0037,opu.sul,Opuntia,sulphurea,3,1.33,.,4,Diego Vázquez,.
V4,2009-12-15,T1,p0037,opu.sul,Opuntia,sulphurea,12,3.5,.,42,Diego Vázquez,.
V4,2009-12-15,T2,p0037,opu.sul,Opuntia,sulphurea,9,2.56,.,23,Diego Vázquez,.
V1,2009-12-16,P2,p0037,opu.sul,Opuntia,sulphurea,2,2,.,4,Belén Maldonado/Natacha Chacoff,.
V1,2009-12-16,P5,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Belén Maldonado/Natacha Chacoff,.
V1,2009-12-16,T2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Belén Maldonado/Natacha Chacoff,.
V19,2009-12-16,P5,p0037,opu.sul,Opuntia,sulphurea,2,1,.,2,Diego Vázquez,.
V21,2009-12-18,T2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,1,Diego Vázquez,.
V1,2009-11-09,P2,p0038,pro.fle,Prosopis,flexuosa,1,500,.,500,Belén Maldonado/Rocío Castro Urgal,inflorescencias
V1,2009-11-09,P6,p0038,pro.fle,Prosopis,flexuosa,1,6,.,6,Belén Maldonado/Rocío Castro Urgal,inflorescencias
V1,2009-11-09,T2,p0038,pro.fle,Prosopis,flexuosa,2,12,.,24,Natacha Chacoff,inflorescencias
V18,2009-11-09,P6,p0038,pro.fle,Prosopis,flexuosa,1,20,.,20,Diego Vázquez,"20 inf, 70 fl por inf"
V1,2009-11-18,P2,p0038,pro.fle,Prosopis,flexuosa,2,851.85,.,1703.7,Rocío Castro Urgal/Nydia Vitale,"Inflorescencias, 110 fl/inf"
V1,2009-11-18,P6,p0038,pro.fle,Prosopis,flexuosa,3,313.33,.,940,Natacha Chacoff,"Inflorescencias, 100 fl/inf"
V1,2009-11-18,T2,p0038,pro.fle,Prosopis,flexuosa,2,82,.,164,Natacha Chacoff,.
