"ID","Abeja","especies","genero","Familia","DIT"
"M_073","Lasioglossum.hitchensi_073","Lasioglossum.hitchensi","Lasioglossum","Halictidae",1.16
"M_073","Lasioglossum.imitatum_073","Lasioglossum.imitatum","Lasioglossum","Halictidae",0.98
"M_073","Bombus.impatiens_073","Bombus.impatiens","Bombus","Apidae",4.42
"M_073","Lasioglossum.macoupinens_073","Lasioglossum.macoupinens","Lasioglossum","Halictidae",1.19
"M_073","Lasioglossum.oblongum_073","Lasioglossum.oblongum","Lasioglossum","Halictidae",1.23
"M_073","Lasioglossum.obscurum_073","Lasioglossum.obscurum","Lasioglossum","Halictidae",1.17
"M_073","Lasioglossum.sp1_073","Lasioglossum.sp1","Lasioglossum","Halictidae",1.47
"M_073","Andrena.spiraeana_073","Andrena.spiraeana","Andrena","Andrenidae",1.94
"M_073","Agapostemon_virescens_073","Agapostemon","","Halictidae",2.308
"M_073","Andrena.vicina_073","Andrena.vicina","Andrena","Andrenidae",2.54
"M_073","Apis.mellifera_073","Apis.mellifera","Apis","Apidae",2.9
"M_073","Augochlora_pura_073","Augochlora","","Halictidae",1.64
"M_073","Augochlorella_aurata_073","Augochlorella","","Halictidae",1.405
"M_073","Ceratina.sp1_073","Ceratina.sp1","Ceratina","Apidae",1.5
"M_073","Hylaeus.sp1_073","Hylaeus.sp1","Hylaeus","Colletidae",1.27
"M_073","Halictus_confusus_073","Halictus","","Halictidae",1.41
"M_073","Lasioglossum.subviridatum_073","Lasioglossum.subviridatum","Lasioglossum","Halictidae",1.2
"M_073","Lasioglossum.tegulare_073","Lasioglossum.tegulare","Lasioglossum","Halictidae",0.94
"M_11.1","Apis.mellifera_11.1","Apis.mellifera","Apis","Apidae",2.9
"M_11.1","Bombus.ruderatus_11.1","Bombus.ruderatus","Bombus","Apidae",5.58
"M_11.1","Halictus.sp_11.1","Halictus.sp","Halictus","Halictidae",1.49
"M_11.2","Apis.mellifera_11.2","Apis.mellifera","Apis","Apidae",2.9
"M_11.2","Megachile.sp_11.2","Megachile.sp","Megachile","Megachilidae",3.2
"M_Kahe","Bombus.brasiliensis_Kah","Bombus.brasiliensis","Bombus","Apidae",4.4
"M_kbcontrol2009","Apis.mellifera_kbcontrol","Apis.mellifera","Apis","Apidae",2.9
"M_kbrest2009","Apis.mellifera_kbrest","Apis.mellifera","Apis","Apidae",2.9
"M_res_1521","Megachile.frigida_1521","Megachile.frigida","Megachile","Megachilidae",3.64
"M_res_1521","Megachile.inermis_1521","Megachile.inermis","Megachile","Megachilidae",4.43
"M_res_1521","Hoplitis.albifrons_1521","Hoplitis.albifrons","Hoplitis","Megachilidae",2.43
"M_res_1521","Hylaeus.annulatus_1521","Hylaeus.annulatus","Hylaeus","Colletidae",1.28
"M_res_1521","Bombus.bifarius_1521","Bombus.bifarius","Bombus","Apidae",2.89
"M_res_1521","Megachile.melanophaea_1521","Megachile.melanophaea","Megachile","Megachilidae",3.26
"M_res_1521","Osmia.bucephala_1521","Osmia.bucephala","Osmia","Megachilidae",3.76
"M_res_1521","Lasioglossum.(Dialictus) pruinosum_1521","Lasioglossum.(Dialictus).pruinosum","Lasioglossum","Halictidae",1.164
"M_res_1521","Osmia.inermis_1521","Osmia.inermis","Osmia","Megachilidae",2.35
"M_res_1521","Lasioglossum.(Dialictus) semicaeruleum_1521","Lasioglossum.(Dialictus).semicaeruleum","Lasioglossum","Halictidae",1.128
"M_res_1521","Andrena.crategi_1521","Andrena.crategi","Andrena","Andrenidae",1.81
"M_res_1521","Anthophora.montana_1521","Anthophora.montana","Anthophora","Apidae",3.83
"M_res_1521","Halictus.confusus_1521","Halictus.confusus","Halictus","Halictidae",1.41
"M_res_1521","Halictus.ligatus_1521","Halictus.ligatus","Halictus","Halictidae",1.684
"M_res_1521","Hoplitis.fulgida_1521","Hoplitis.fulgida","Hoplitis","Megachilidae",2.04
"M_res_1521","Hoplitis.robusta_1521","Hoplitis.robusta","Hoplitis","Megachilidae",1.39
"M_res_1521","Hylaeus.annullatus_1521","Hylaeus.annullatus","Hylaeus","Colletidae",1.28
"M_res_1521","Hylaeus.basalis_1521","Hylaeus.basalis","Hylaeus","Colletidae",1.85
"M_res_1521","Megachile.pugnata_1521","Megachile.pugnata","Megachile","Megachilidae",3.1
"M_res_1521","Bombus.flavifrons_1521","Bombus.flavifrons","Bombus","Apidae",2.89
"M_res_1521","Lasioglossum.inconditum_1521","Lasioglossum.inconditum","Lasioglossum","Halictidae",1.25
"M_res_1521","Megachile.relativa_1521","Megachile.relativa","Megachile","Megachilidae",2.68
"M_res_1521","Osmia.pusilla_1521","Osmia.pusilla","Osmia","Megachilidae",1.58
"M_res_1521","Hylaeus.modestus_1521","Hylaeus.modestus","Hylaeus","Colletidae",1.158
"M_res_1521","Andrena.medionitens_1521","Andrena.medionitens","Andrena","Andrenidae",2.09
"M_res_1521","Bombus.mixtus_1521","Bombus.mixtus","Bombus","Apidae",3.04
"M_res_1521","Bombus.nevadensis_1521","Bombus.nevadensis","Bombus","Apidae",5.06
"M_res_1521","Colletes.nigrifrons_1521","Colletes.nigrifrons","Colletes","Colletidae",2.04
"M_res_1521","Hylaeus.personatellus_1521","Hylaeus.personatellus","Hylaeus","Colletidae",1.33
"M_res_1521","Lasioglossum.sp.1_1521","Lasioglossum.sp.1","Lasioglossum","Halictidae",1.47
"M_res_1521","Lasioglossum.sp_1521","Lasioglossum.sp","Lasioglossum","Halictidae",1.47
"M_res_1521","Andrena.sp2_res_1521","Andrena.sp2","Andrena","Andrenidae",2.99
"M_res_1521","Andrena.sp3_res_1521","Andrena.sp3","Andrena","Andrenidae",2.99
"M_res_1521","Andrena.sp5_res_1521","Andrena.sp5","Andrena","Andrenidae",2.99
"M_res_1521","Andrena.sp9_res_1521","Andrena.sp9","Andrena","Andrenidae",2.99
"M_res_1521","Andrena.spA_res_1521","Andrena.spA","Andrena","Andrenidae",2.99
"M_res_1521","Andrena.spC_res_1521","Andrena.spC","Andrena","Andrenidae",2.99
"M_res_1521","Colletes.sp_1521","Colletes.sp","Colletes","Colletidae",2.9
"M_res_1521","Melissodes.confusus_1521","Melissodes.confusus","Melissodes","Apidae",2.781
"M_res_1521","Melissodes.sp.1_1521","Melissodes.sp.1","Melissodes","Apidae",2.65
"M_res_1521","Osmia.spA_1521","Osmia.spA","Osmia","Megachilidae",3.11
"M_res_1521","Colletes.spp_1521","Colletes.spp","Colletes","Colletidae",2.9
"M_res_1521","Agapostemon.angelicus.texanus_1521","Agapostemon.angelicus.texanus","Agapostemon","Halictidae",2.04
"M_res_1521","Anthophora.terminalis_1521","Anthophora.terminalis","Anthophora","Apidae",3.17
"M_res_1521","Anthophora.urbana_1521","Anthophora.urbana","Anthophora","Apidae",3.31
"M_res_1521","Apis.mellifera_1521","Apis.mellifera","Apis","Apidae",2.9
"M_res_1521","Augochlorella aurata_1521","Augochlorella.aurata","","Halictidae",1.405
"M_res_1521","Dufourea fimbriata_1521","Dufourea.fimbriata","","Halictidae",1.18
"M_res_1521","Dufourea maura_1521","Dufourea.maura","","Halictidae",1.73
"M_res_1521","Halictus.tripartitus_1521","Halictus.tripartitus","Halictus","Halictidae",1.112
"M_res_1521","Halictus.virgatellus_1521","Halictus.virgatellus","Halictus","Halictidae",1.44
"M_res_1521","Osmia.spB_1521","Osmia.spB","Osmia","Megachilidae",3.11
"M_res_1521","Osmia.spC_1521","Osmia.spC","Osmia","Megachilidae",3.11
"M_res_1521","Osmia.spD_1521","Osmia.spD","Osmia","Megachilidae",3.11
"M_res_1521","Osmia.spE_1521","Osmia.spE","Osmia","Megachilidae",3.11
"M_res_1521","Osmia.spF_1521","Osmia.spF","Osmia","Megachilidae",3.11
"M_res_1521","Osmia.spp_1521","Osmia.spp","Osmia","Megachilidae",3.11
"M_res_1521","Osmia.subaustralis_1521","Osmia.subaustralis","Osmia","Megachilidae",2.59
"M_res_1521","Pseudopanurgus.bakeri_1521","Pseudopanurgus.bakeri","Pseudopanurgus","Andrenidae",1.12
"M_res_1521","Pseudopanurgus.didirupa_1521","Pseudopanurgus.didirupa","Pseudopanurgus","Andrenidae",1.3
"M_Var2012","Bombus.morio_Var2012","Bombus.morio","Bombus","Apidae",6.04
"M_Var2012","Euglossa.chalybeata_Var2012","Euglossa.chalybeata","Euglossa","Apidae",3.7
"M_Var2012","Euglossa.sp_Var2012","Euglossa.sp","Euglossa","Apidae",3.55
"M_Var2012","Trigona.fulviventris_Var2012","Trigona.fulviventris","Trigona","Apidae",1.46
"Santos_2010","Bombus.brevivillus_s2010","Bombus.brevivillus","Bombus","Apidae",3.8
"Santos_2010","Bombus.morio_s2010","Bombus.morio","Bombus","Apidae",6.04
"Santos_2010","Apis.mellifera_s2010","Apis.mellifera","Apis","Apidae",2.9
"Santos_2010","Trigona.spinipes_s2010","Trigona.spinipes","Trigona","Apidae",1.8
"Santos_2010","Frieseomelitt.silvestrii_s2010","Frieseomelitt.silvestrii","Frieseomelitt","Apidae",1.01
"Santos_2010","Melipona.quadrifasciata_s2010","Melipona.quadrifasciata","Melipona","Apidae",3.81
"Santos_2010","Trigona_fuscipennis_s2010","Trigona","","Apidae",1.44
