site,year,date,codigo.p,no.esp.p,codigo.i,no.esp.i,obs.time,no.fl.obs,no.fl.visit,observer
V1,2009,2009-10-12,lar.nit,p0035,api.mel,i0070,12:29:00,300,20,Belen-rocio
V1,2010,2010-10-06,lar.nit,p0035,cop.ari,i0044,8:22,43,1,silvia
V1,2008,2008-10-10,lar.nit,p0035,aug.sp,i0228,09:36:00,600,2,Nachu
V1,2009,2009-10-14,lar.nit,p0035,api.mel,i0070,13:23:00,500,5,nachu
V1,2009,2009-10-14,lar.nit,p0035,aug.sp,i0228,13:23:00,500,4,nachu
V4,2009,2009-10-19,lar.nit,p0035,lon.rob,i0172,13:30:00,500,1,nachu
V1,2009,2009-10-19,lar.nit,p0035,col.ara,i0168,09:56:00,350,3,nachu
V1,2008,2008-10-10,lar.nit,p0035,aug.sp,i0228,09:36:00,600,2,Nachu
V1,2009,2009-10-14,lar.nit,p0035,api.mel,i0070,13:23:00,500,2,nachu
V1,2007,2007-10-02,lar.nit,p0035,dih.sp1,i0031,11:58,100,2,Nachu
V1,2009,2009-10-14,lar.nit,p0035,cop.sp2,i0052,12:57:00,300,1,nachu
V4,2008,2008-10-17,lar.nit,p0035,api.mel,i0070,13:33:00,300,2,Nachu
V4,2007,2007-10-23,lec.het,p0036,coe.jor,i0005,12:13,3,1,Nachu
V3,2006,2006-10-24,lec.het,p0036,NA,NA,11:43,1,0,Diego
V1,2007,2007-11-08,lec.het,p0036,lep.nig,i0016,15:22,3,2,Nachu
V1,2007,2007-10-19,lec.het,p0036,lei.fri,i0029,13:22,1,2,Nachu
V1,2011,2011-10-18,lec.het,p0036,NA,NA,13:10,1,0,enzo
V1,2011,2011-11-08,lec.het,p0036,NA,NA,12:57,1,0,nachu
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,13:45:00,5,1,Nachu
V1,2011,2011-11-08,lec.het,p0036,NA,NA,13:09,1,0,nachu
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,14:15:00,1,1,Nachu
V1,2007,2007-10-29,lec.het,p0036,lei.fri,i0029,16:45,2,2,Nachu
V1,2011,2011-11-22,lec.het,p0036,str.eur,i0131,13:52,1,1,silvia
V1,2007,2007-10-29,lec.het,p0036,lei.fri,i0029,16:45,2,1,Nachu
V1,2007,2007-10-29,lec.het,p0036,lep.nig,i0016,16:45,2,1,Nachu
V1,2011,2011-10-25,lec.het,p0036,NA,NA,11:52,5,0,silvia
V1,2007,2007-10-25,lec.het,p0036,lei.fri,i0029,12:52,1,1,Nachu
V1,2009,2009-11-05,lec.het,p0036,NA,NA,12:49:00,1,0,Belen
V3,2006,2006-10-16,lec.het,p0036,lep.nig,i0016,12:58,1,1,Nachu
V4,2009,2009-10-26,lec.het,p0036,NA,NA,13:04:00,2,0,nachu
V4,2009,2009-10-19,lec.het,p0036,lei.fri,i0029,14:02:00,1,1,rocio
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,14:15:00,1,1,Diego
V1,2007,2007-11-08,lec.het,p0036,lep.nig,i0016,14:58,1,1,Nachu
V4,2009,2009-11-04,lec.het,p0036,NA,NA,11:50:00,1,0,belen
V1,2007,2007-10-25,lec.het,p0036,lei.fri,i0029,12:52,1,1,Nachu
V1,2011,2011-10-18,lec.het,p0036,NA,NA,13:21,3,0,enzo
V4,2008,2008-10-21,lec.het,p0036,lei.fri,i0029,14:21:00,11,1,Nachu
V4,2008,2008-10-21,lec.het,p0036,dih.sp1,i0031,14:21:00,11,1,Nachu
V1,2007,2007-10-25,lec.het,p0036,lei.fri,i0029,12:52,1,1,Nachu
V4,2011,2011-11-04,lec.het,p0036,NA,NA,13:41,1,0,enzo
V1,2010,2010-11-10,lec.het,p0036,NA,NA,13:19,3,0,silvia
V4,2011,2011-10-04,lec.het,p0036,NA,NA,12:18,1,0,silvia
V1,2007,2007-10-29,lec.het,p0036,lei.fri,i0029,16:00,2,1,Nachu
V4,2007,2007-11-06,lec.het,p0036,NA,NA,12:08,1,0,Nachu
V1,2007,2007-11-08,lec.het,p0036,lep.nig,i0016,15:22,3,1,Nachu
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,13:45:00,5,1,Nachu
V1,2008,2008-11-04,lec.het,p0036,lep.nig,i0016,13:45:00,1,1,Nachu
V1,2007,2007-10-19,lec.het,p0036,lei.fri,i0029,13:22,1,1,Nachu
V4,2009,2009-10-19,lec.het,p0036,NA,NA,14:06:00,10,0,nachu
V3,2006,2006-10-30,lec.het,p0036,NA,NA,13:55,1,0,Jimena
V4,2008,2008-10-17,lec.het,p0036,lei.fri,i0029,14:37:00,3,1,Nachu
V4,2011,2011-10-04,lec.het,p0036,NA,NA,12:05,3,0,silvia
V4,2007,2007-10-23,lec.het,p0036,lei.fri,i0029,12:26,1,1,Nachu
V4,2007,2007-10-23,lec.het,p0036,NA,NA,13:23,1,0,Nachu
V1,2007,2007-11-08,lec.het,p0036,lei.cri,i0147,14:58,1,1,Nachu
V1,2011,2011-10-11,lec.het,p0036,dia.bar,i0302,13:54,1,1,silvia
V1,2011,2011-10-18,lec.het,p0036,NA,NA,13:05,1,1,nachu
V1,2011,2011-11-11,lec.het,p0036,lei.cri,i0147,13:30,2,1,nachu
V1,2011,2011-10-18,lec.het,p0036,dih.sp1,i0031,13:05,1,1,nachu
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,14:21:00,9,3,Diego
V4,2010,2010-10-22,lec.het,p0036,NA,NA,12:39,4,0,silvia
V4,2010,2010-10-22,lec.het,p0036,NA,NA,12:46,?,0,silvia
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,13:45:00,5,1,Nachu
V1,2011,2011-10-18,lec.het,p0036,dih.sp1,i0031,13:20,2,1,nachu
V2,2006,2006-10-30,lec.het,p0036,meg.cte,i0015,13:30,2,1,Diego
V1,2007,2007-10-29,lec.het,p0036,lei.fri,i0029,16:00,2,1,Nachu
V3,2006,2006-10-16,lec.het,p0036,psa.ruf,i0023,13:04,2,1,Nachu
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,14:15:00,1,1,Diego
V4,2006,2006-10-24,lec.het,p0036,psa.ruf,i0023,14:50,4,1,Jimena
V1,2011,2011-10-11,lec.het,p0036,aug.sp,i0228,13:54,1,1,silvia
V1,2011,2011-11-08,lec.het,p0036,NA,NA,13:40,1,0,enzo
V1,2007,2007-10-19,lec.het,p0036,lei.fri,i0029,13:22,1,1,Nachu
V4,2007,2007-10-25,lec.het,p0036,NA,NA,13:32,1,0,Nachu
V1,2007,2007-10-19,lec.het,p0036,lei.fri,i0029,13:22,1,1,Nachu
V1,2011,2011-11-08,lec.het,p0036,dia.bar,i0302,13:57,1,1,nachu
V1,2007,2007-10-29,lec.het,p0036,lei.fri,i0029,15:35,2,1,Nachu
V1,2007,2007-11-08,lec.het,p0036,lep.nig,i0016,15:22,3,1,Nachu
V2,2006,2006-10-30,lec.het,p0036,psa.ruf,i0023,13:16,2,1,Diego
V1,2010,2010-10-28,lec.het,p0036,NA,NA,13:32:00,1,0,Nachu
V4,2011,2011-10-28,lec.het,p0036,NA,NA,11:38,1,0,enzo
V1,2007,2007-10-19,lec.het,p0036,lei.fri,i0029,13:22,1,1,Nachu
V4,2007,2007-10-23,lec.het,p0036,NA,NA,13:28,1,0,Nachu
V4,2009,2009-11-11,lec.het,p0036,NA,NA,12:40:00,2,0,Nachu
V3,2006,2006-10-24,lec.het,p0036,NA,NA,14:37,1,0,Diego
V1,2011,2011-11-04,lec.het,p0036,NA,NA,10:52,2,0,enzo
V4,2011,2011-10-21,lec.het,p0036,NA,NA,13:45,4,1,nachu
V4,2009,2009-11-11,lec.het,p0036,NA,NA,13:24:00,1,0,Belen
V4,2011,2011-10-28,lec.het,p0036,NA,NA,13:31,1,0,enzo
V4,2011,2011-10-21,lec.het,p0036,NA,NA,13:05,1,0,silvia
V4,2007,2007-10-25,lec.het,p0036,NA,NA,13:45,3,0,Nachu
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,14:21:00,9,3,Diego
V1,2007,2007-10-19,lec.het,p0036,lei.fri,i0029,13:22,1,2,Nachu
V4,2011,2011-10-21,lec.het,p0036,aca.arg,i0306,13:45,4,1,nachu
V4,2011,2011-11-04,lec.het,p0036,NA,NA,13:55,1,1,nachu
V4,2010,2010-11-10,lec.het,p0036,dih.sp1,i0031,10:48,1,1,silvia
V1,2007,2007-10-29,lec.het,p0036,lei.fri,i0029,16:45,2,1,Nachu
V1,2008,2008-10-24,lec.het,p0036,lei.fri,i0029,13:45:00,5,1,Nachu
V1,2008,2008-11-04,lec.het,p0036,lei.cri,i0147,13:45:00,1,1,Nachu
V4,2010,2010-10-22,lec.het,p0036,NA,NA,13:07,8,0,silvia
V4,2009,2009-11-25,opu.sul,p0037,NA,NA,10:16:00,1,0,Belen
V4,2008,2008-12-19,opu.sul,p0037,NA,NA,10:40:00,1,0,Nachu
V4,2011,2011-11-04,opu.sul,p0037,cen.bre,i0007,12:50,1,1,nachu
V4,2007,2007-12-04,opu.sul,p0037,cam.mus,i0072,12:24,1,1,Nachu
V4,2010,2010-11-19,opu.sul,p0037,arh.bif,i0020,11:25,14,1,silvia
V4,2011,2011-11-11,opu.sul,p0037,NA,NA,09:20,1,0,enzo
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,12:00,1,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:06,5,2,silvia
V1,2009,2009-11-30,opu.sul,p0037,amm.sp1,i0126,12:11:00,22,1,Nachu
V1,2011,2011-12-02,opu.sul,p0037,arh.bif,i0020,12:48,2,1,nachu
V4,2011,2011-11-25,opu.sul,p0037,coleop6,i0324,10:40,13,1,silvia
V4,2010,2010-12-10,opu.sul,p0037,lepid11,i0215,8:39,1,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,mes.jen,i0011,10:45:00,4,1,Belen
V3,2006,2006-11-20,opu.sul,p0037,cam.mus,i0072,10:16,7,1,Beni
V3,2006,2006-11-06,opu.sul,p0037,NA,NA,10:06,2,0,Diego
V1,2011,2011-12-20,opu.sul,p0037,meg.cte,i0015,09:23,6,1,silvia
V4,2011,2011-12-02,opu.sul,p0037,coleop6,i0324,09:17,3,1,silvia
V1,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,13:24,2,1,silvia
V1,2011,2011-11-22,opu.sul,p0037,arh.bif,i0020,14:50,2,1,silvia
V4,2009,2009-11-11,opu.sul,p0037,NA,NA,12:31:00,2,0,Belen
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,13:55,7,0,Diego
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,10:45:00,4,3,Belen
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,11:39,3,1,silvia
V4,2008,2008-12-02,opu.sul,p0037,bom.opi,i0002,11:13:00,6,1,Nachu
V2,2006,2006-10-30,opu.sul,p0037,cam.mus,i0072,10:55,1,1,Diego
V4,2009,2009-12-02,opu.sul,p0037,xyl.ord,i0001,11:15:00,3,1,Nachu
V1,2008,2008-11-21,opu.sul,p0037,dih.sp1,i0031,11:35:00,1,1,Nachu
V4,2007,2007-11-27,opu.sul,p0037,cam.mus,i0072,11:18,3,1,Nachu
V4,2011,2011-12-06,opu.sul,p0037,arh.bif,i0020,13:07:00,12,2,silvia
V1,2009,2009-12-11,opu.sul,p0037,cen.bre,i0007,10:43:00,6,1,Rocio
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,10:45:00,4,2,Belen
V4,2011,2011-11-22,opu.sul,p0037,aug.sp,i0228,10:20,1,1,silvia
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,11:48,2,1,silvia
V1,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,13:24,2,2,silvia
V4,2007,2007-12-11,opu.sul,p0037,cam.mus,i0072,11:18,2,1,Nachu
V1,2008,2008-11-21,opu.sul,p0037,orthop1,i0080,12:49:00,1,1,Nachu
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,10:16,46,0,Diego
V4,2011,2011-12-13,opu.sul,p0037,dih.sp1,i0031,10:31,2,1,nachu
V1,2009,2009-11-30,opu.sul,p0037,arh.bif,i0020,12:52:00,3,1,Rocio
V1,2010,2010-11-19,opu.sul,p0037,NA,NA,9:52,13,1,silvia
V4,2007,2007-11-27,opu.sul,p0037,tri.lat,i0098,11:18,3,1,Nachu
V4,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,10:44,41,1,silvia
V4,2008,2008-11-18,opu.sul,p0037,dih.sp1,i0031,10:39:00,3,1,Nachu
V4,2009,2009-11-18,opu.sul,p0037,NA,NA,13:53:00,5,0,Nachu
V2,2006,2006-11-13,opu.sul,p0037,NA,NA,09:16,20,0,Diego
V1,2006,2006-11-13,opu.sul,p0037,NA,NA,10:16,3,0,Jimena
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,12:46:00,11,5,Rocio
V1,2010,2010-11-10,opu.sul,p0037,arh.bif,i0020,13:25,2,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,cen.lya,i0006,09:57:00,3,1,Belen
V4,2009,2009-11-11,opu.sul,p0037,NA,NA,11:37:00,3,0,Nachu
V4,2011,2011-12-13,opu.sul,p0037,tri.lat,i0098,09:47,4,1,silvia
V1,2008,2008-11-21,opu.sul,p0037,arh.bif,i0020,12:15:00,1,1,Nachu
V1,2010,2010-11-10,opu.sul,p0037,arh.bif,i0020,12:52,12,4,silvia
V1,2010,2010-11-26,opu.sul,p0037,mes.jen,i0011,12:58:00,7,3,Nachu
V4,2007,2007-12-11,opu.sul,p0037,arh.bif,i0020,11:35,1,1,Nachu
V4,2007,2007-12-04,opu.sul,p0037,NA,NA,12:04,1,0,Nachu
V1,2009,2009-11-25,opu.sul,p0037,cen.bre,i0007,12:22:00,5,2,Belen
V1,2009,2009-11-30,opu.sul,p0037,aug.sp,i0228,12:52:00,3,1,Rocio
V4,2007,2007-11-15,opu.sul,p0037,NA,NA,10:14,1,0,Nachu
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:15,5,1,silvia
V1,2010,2010-12-10,opu.sul,p0037,NA,NA,11:00,1,0,nachu
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,09:45:00,3,1,Belen
V4,2008,2008-12-17,opu.sul,p0037,orthop1,i0080,11:33:00,3,1,Nachu
V1,2011,2011-11-22,opu.sul,p0037,cen.bre,i0007,14:50,2,1,silvia
V4,2011,2011-12-02,opu.sul,p0037,NA,NA,08:56,8,1,silvia
V1,2008,2008-12-05,opu.sul,p0037,cen.bre,i0007,10:58:00,1,1,Nachu
V4,2011,2011-11-08,opu.sul,p0037,aug.sp,i0228,10:00,1,1,enzo
V4,2008,2008-12-12,opu.sul,p0037,bombil10,i0206,12:02:00,3,1,Nachu
V4,2011,2011-12-02,opu.sul,p0037,dih.sp1,i0031,08:51,4,1,silvia
V4,2009,2009-11-30,opu.sul,p0037,tachy.sp,i0243,13:19:00,6,2,belen
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,11:15,2,1,nachu
V4,2007,2007-12-11,opu.sul,p0037,ase.mon,i0180,11:02,3,1,Nachu
V1,2011,2011-11-25,opu.sul,p0037,arh.bif,i0020,12:21,1,1,silvia
V4,2006,2006-11-13,opu.sul,p0037,NA,NA,09:34,3,0,Beni
V4,2008,2008-12-12,opu.sul,p0037,bombil10,i0206,12:02:00,3,1,Nachu
V4,2010,2010-11-19,opu.sul,p0037,NA,NA,12:12,7,0,silvia
V1,2008,2008-12-05,opu.sul,p0037,tri.lat,i0098,11:12:00,2,2,Nachu
V4,2011,2011-12-06,opu.sul,p0037,dih.sp1,i0031,12:53:00,9,1,silvia
V4,2010,2010-11-26,opu.sul,p0037,NA,NA,9:17:00,1,0,Nachu
V4,2011,2011-11-22,opu.sul,p0037,NA,NA,11:01,3,1,silvia
V4,2009,2009-11-18,opu.sul,p0037,NA,NA,12:37:00,2,0,Nachu
V1,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,13:24,2,1,silvia
V1,2010,2010-11-26,opu.sul,p0037,arh.bif,i0020,12:58:00,7,1,Nachu
V4,2011,2011-11-25,opu.sul,p0037,aug.sp,i0228,10:40,13,1,silvia
V1,2011,2011-11-29,opu.sul,p0037,NA,NA,13:15,5,1,silvia
V1,2006,2006-11-13,opu.sul,p0037,orthop3,i0217,10:30,15,1,Jimena
V4,2008,2008-12-02,opu.sul,p0037,bom.opi,i0002,10:28:00,9,4,Nachu
V4,2007,2007-11-27,opu.sul,p0037,dih.sp1,i0031,10:43,4,1,Nachu
V4,2009,2009-11-30,opu.sul,p0037,NA,NA,12:27:00,2,0,belen
V4,2007,2007-11-27,opu.sul,p0037,dih.sp1,i0031,11:18,3,1,Nachu
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,10:06:00,4,2,Belen
V1,2011,2011-11-25,opu.sul,p0037,arh.bif,i0020,12:48,1,1,silvia
V1,2010,2010-11-26,opu.sul,p0037,arh.bif,i0020,12:58:00,7,3,Nachu
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V4,2009,2009-11-30,opu.sul,p0037,NA,NA,10:06:00,10,0,Rocio
V4,2007,2007-12-11,opu.sul,p0037,dih.sp1,i0031,11:35,1,1,Nachu
V4,2008,2008-11-18,opu.sul,p0037,meg.cte,i0015,10:39:00,3,1,Nachu
V4,2010,2010-12-17,opu.sul,p0037,bom.opi,i0002,9:45:00,2,1,georgina
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,11:39,3,1,silvia
V4,2011,2011-11-22,opu.sul,p0037,arh.bif,i0020,10:20,1,1,silvia
V4,2011,2011-11-11,opu.sul,p0037,NA,NA,09:58,2,0,enzo
V4,2007,2007-12-04,opu.sul,p0037,NA,NA,12:02,2,0,Erica
V4,2009,2009-11-18,opu.sul,p0037,arh.bif,i0020,13:28:00,16,1,Nachu
V4,2008,2008-11-18,opu.sul,p0037,arh.bif,i0020,13:30:00,5,1,Nachu
V4,2010,2010-12-10,opu.sul,p0037,NA,NA,9:13,1,0,nachu
V4,2008,2008-12-17,opu.sul,p0037,arh.bif,i0020,11:40:00,2,1,Nachu
V4,2011,2011-11-22,opu.sul,p0037,aug.sp,i0228,10:20,1,1,silvia
V4,2009,2009-11-04,opu.sul,p0037,NA,NA,11:17:00,4,0,Nachu
V4,2008,2008-12-12,opu.sul,p0037,cen.bre,i0007,11:36:00,5,1,Nachu
V4,2008,2008-11-18,opu.sul,p0037,dih.sp1,i0031,10:16:00,1,1,Nachu
V4,2007,2007-11-27,opu.sul,p0037,cam.mus,i0072,10:43,4,1,Nachu
V4,2008,2008-12-12,opu.sul,p0037,orthop1,i0080,11:30:00,3,1,Nachu
V1,2011,2011-11-25,opu.sul,p0037,aug.sp,i0228,12:21,1,1,silvia
V1,2011,2011-11-29,opu.sul,p0037,NA,NA,13:15,5,1,silvia
V4,2009,2009-12-02,opu.sul,p0037,NA,NA,12:09:00,2,0,Belen
V1,2010,2010-11-26,opu.sul,p0037,arh.bif,i0020,12:38:00,13,1,Nachu
V1,2011,2011-11-29,opu.sul,p0037,NA,NA,13:15,5,1,silvia
V1,2010,2010-11-26,opu.sul,p0037,NA,NA,12:31:00,1,0,Nachu
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,11:48,2,2,silvia
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:05,22,2,silvia
V4,2009,2009-11-18,opu.sul,p0037,arh.bif,i0020,13:28:00,16,1,Nachu
V4,2010,2010-12-10,opu.sul,p0037,pse.sp,i0167,9:17,1,1,silvia
V4,2006,2006-11-06,opu.sul,p0037,bom.opi,i0002,12:35,5,1,Nachu
V1,2009,2009-11-23,opu.sul,p0037,cam.pun,i0128,12:25:00,8,1,Belen
V4,2011,2011-12-13,opu.sul,p0037,cen.bre,i0007,10:31,2,1,nachu
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V1,2008,2008-12-05,opu.sul,p0037,cen.bre,i0007,10:58:00,1,1,Nachu
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:05,22,1,silvia
V4,2011,2011-11-25,opu.sul,p0037,dih.sp1,i0031,10:46,17,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,10:06:00,4,3,Belen
V1,2011,2011-11-22,opu.sul,p0037,arh.bif,i0020,14:50,2,1,silvia
V1,2010,2010-12-03,opu.sul,p0037,NA,NA,12:55,7,2,silvia
V1,2010,2010-11-10,opu.sul,p0037,cos.chi,i0077,12:17,1,1,silvia
V4,2008,2008-12-02,opu.sul,p0037,api.mel,i0070,10:28:00,9,1,Nachu
V4,2008,2008-12-12,opu.sul,p0037,cen.bre,i0007,11:36:00,5,2,Nachu
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,12:22,2,1,silvia
V4,2009,2009-12-02,opu.sul,p0037,xyl.ord,i0001,10:30:00,2,2,Belen
V1,2011,2011-11-22,opu.sul,p0037,arh.bif,i0020,13:24,2,1,silvia
V1,2011,2011-11-22,opu.sul,p0037,arh.bif,i0020,14:50,2,2,silvia
V1,2008,2008-12-05,opu.sul,p0037,arh.bif,i0020,11:53:00,1,1,Nachu
V4,2007,2007-11-27,opu.sul,p0037,NA,NA,10:29,1,0,Nachu
V1,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,13:24,2,1,silvia
V1,2010,2010-11-26,opu.sul,p0037,arh.bif,i0020,12:58:00,7,1,Nachu
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,2,silvia
V1,2011,2011-12-02,opu.sul,p0037,arh.bif,i0020,12:48,2,1,nachu
V1,2010,2010-12-10,opu.sul,p0037,lepid11,i0215,11:03,1,1,silvia
V2,2006,2006-11-13,opu.sul,p0037,NA,NA,11:12,5,0,Diego
V4,2007,2007-12-04,opu.sul,p0037,arh.bif,i0020,12:32,1,1,Erica
V3,2006,2006-11-13,opu.sul,p0037,NA,NA,10:00,6,0,Erica
V4,2010,2010-12-17,opu.sul,p0037,NA,NA,9:34,3,0,nachu
V4,2007,2007-11-27,opu.sul,p0037,arh.bif,i0020,12:00,2,1,Nachu
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,4,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,11:26,8,4,silvia
V4,2011,NA,opu.sul,p0037,NA,NA,09:13,4,1,julian
V4,2008,2008-12-02,opu.sul,p0037,arh.bif,i0020,11:37:00,5,1,Nachu
V4,2010,2010-11-26,opu.sul,p0037,dih.sp1,i0031,8:38:00,2,1,Nachu
V1,2008,2008-12-17,opu.sul,p0037,NA,NA,09:57:00,1,0,Nachu
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,12:00,1,1,silvia
V1,2009,2009-12-11,opu.sul,p0037,mes.jen,i0011,10:43:00,6,1,Rocio
V4,2008,2008-12-12,opu.sul,p0037,dih.sp1,i0031,11:30:00,3,0,Nachu
V4,2009,2009-12-02,opu.sul,p0037,NA,NA,10:39:00,2,0,Belen
V4,2009,2009-12-02,opu.sul,p0037,NA,NA,11:16:00,1,0,Belen
V1,2010,2010-12-03,opu.sul,p0037,cen.bre,i0007,12:00,8,1,silvia
V4,2010,2010-12-10,opu.sul,p0037,cam.mus,i0072,9:49,2,1,silvia
V1,2010,2010-12-03,opu.sul,p0037,arh.bif,i0020,12:00,8,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,1,silvia
V4,2009,2009-11-30,opu.sul,p0037,cos.chi,i0077,12:09:00,1,1,belen
V1,2009,2009-12-02,opu.sul,p0037,arh.bif,i0020,12:30:00,4,3,Nachu
V4,2008,2008-11-18,opu.sul,p0037,aug.sp,i0228,11:51:00,1,1,Nachu
V4,2010,2010-12-10,opu.sul,p0037,dih.sp1,i0031,9:36,1,1,silvia
V4,2009,2009-11-25,opu.sul,p0037,NA,NA,11:11:00,2,0,Belen
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:05,22,4,silvia
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V1,2009,2009-11-18,opu.sul,p0037,arh.bif,i0020,11:49:00,6,1,Nachu
V4,2011,2011-12-06,opu.sul,p0037,arh.bif,i0020,12:53:00,9,1,silvia
V4,2009,2009-11-18,opu.sul,p0037,orthop1,i0080,12:42:00,21,1,Rocio
V4,2011,2011-12-02,opu.sul,p0037,cam.mus,i0072,08:51,4,1,silvia
V3,2006,2006-11-06,opu.sul,p0037,orthop1,i0080,10:52,3,1,Diego
V2,2006,2006-11-20,opu.sul,p0037,NA,NA,13:36,23,0,Jimena
V2,2006,2006-11-06,opu.sul,p0037,NA,NA,13:41,3,0,Diego
V1,2008,2008-11-21,opu.sul,p0037,meg.pse2,i0238,12:49:00,1,1,Nachu
V1,2010,2010-12-10,opu.sul,p0037,lepid11,i0215,11:03,1,1,silvia
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,12:56,26,0,Diego
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:06,5,1,silvia
V4,2011,2011-12-13,opu.sul,p0037,tri.lat,i0098,10:31,2,1,nachu
V4,2007,2007-12-04,opu.sul,p0037,dih.sp1,i0031,12:13,1,1,Erica
V1,2011,2011-11-25,opu.sul,p0037,aug.sp,i0228,12:21,1,1,silvia
V4,2011,2011-12-13,opu.sul,p0037,bab.elo,i0075,09:47,4,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,dih.sp1,i0031,11:16,2,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,1,silvia
V2,2006,2006-11-13,opu.sul,p0037,meg.C,i0140,12:54,15,1,Diego
V4,2007,2007-12-11,opu.sul,p0037,dih.sp1,i0031,11:35,1,1,Nachu
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,12:18,1,1,silvia
V4,2011,2011-12-02,opu.sul,p0037,coleop6,i0324,09:17,3,1,silvia
V3,2006,2006-11-06,opu.sul,p0037,cam.mus,i0072,10:52,3,1,Diego
V1,2006,2006-11-13,opu.sul,p0037,NA,NA,10:07,3,0,Jimena
V4,2009,2009-12-02,opu.sul,p0037,NA,NA,12:34:00,2,0,Belen
V4,2009,2009-11-25,opu.sul,p0037,NA,NA,11:17:00,24,0,nachu
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,10:17:00,3,2,Belen
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:05,22,2,silvia
V4,2010,2010-12-10,opu.sul,p0037,NA,NA,8:56,1,0,silvia
V4,2009,2009-12-11,opu.sul,p0037,cen.lya,i0006,10:34:00,4,3,Belen
V1,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,13:28,2,1,silvia
V4,2008,2008-12-02,opu.sul,p0037,cen.lya,i0006,11:37:00,5,4,Nachu
V4,2007,2007-12-04,opu.sul,p0037,NA,NA,11:51,1,0,Nachu
V4,2008,2008-12-17,opu.sul,p0037,arh.bif,i0020,11:40:00,2,1,Nachu
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,11:06,2,2,nachu
V1,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,13:28,2,2,silvia
V4,2009,2009-12-11,opu.sul,p0037,sva.zeb,i0110,11:46:00,3,1,Belen
V1,2006,2006-11-20,opu.sul,p0037,NA,NA,12:42,14,0,Erica
V1,2009,2009-11-25,opu.sul,p0037,arh.bif,i0020,12:22:00,5,5,Belen
V4,2009,2009-12-11,opu.sul,p0037,NA,NA,10:57:00,1,0,Belen
