;Acalyptrate_sp;Achaea_finita_Guenée;Acopsis_viridicans_Amyot&Serville;Aganais_borbonica _Boisduval;Agrostis_atritegulator_Hampson;Ahasverus_advena_Waltle;Allograpta_nasuta_Marquart;Allograpta_sp1;Allograpta_sp2;Anthomyia_faciata_Walker;Apis_mellifera_Linnaeus;Atherigona_sp1;Bactrocera_cucurbitae_Coquillett;Brachymyrmex_sp ;Calcidoidae_sp1;Campopleginae_sp1;Cephonodes_trochilus_Guého ;Cerambycidae_sp1;Cerambycidae_sp3;Ceratitis_roas_Karsch;Chaetocnema_sp1;Cheloninae_sp1;Cheloninae_sp2;Chironomidae_sp1;Chrysomya_megacephala_Fabricius;Cicadellidae_sp2;Condica_capensis;Conocephalus_sp1;Cryptinae_sp;Dasytinae_sp1;Dioxyna_sororcula_Wiedemann;Diptera_sp1;Dolichopodidae_sp1;Drosophila_sp1;Drosophila_sp2;Drosophila_sp3;Dysauxes_florida_Joan;Eilema_squalida_Viette;Episyrphus_sp._near_circularis_Hull;Eristalinus_flaveolus_Bigot;Eumolpinae_sp1;Fannia_pusio_Wiedemann;Foudia_madagascariense_Linnaeus;Gelechioidea_sp1;Goniurellia_or_Dectodes_sp;Graphomya_maculata_Scopoli;Henotesia_narcissus_Fabricius;Hippotion_eson_Cramer;Homoneura_quadrivittata_Walker;Homoneura_sp2;Homoneura_sp3;Hyadina_sp ;Hydrillodes_sp;Hyperaspis_hottentota_Mulsant;Ischiodon_aegyptius_Wiedemann;Lauxania_sp;Lecithoceridae_sp1;Lecithoceridae_sp2;Leptotes_pirithous_Linnaeus;Limnophora_quaterna_Loew;Limonia_(Dycranomia)sp;Limoniidae_sp;Lygaeidae_sp1;Lygaeidae_sp4;Lygaeidae_sp5;Lygistorrhina_sp;Macroglossum_milvus_Boisduval;Mauritiborium_undulatus;Melanagromyza_sojae_Zehntner;Melanostoma_annulipes_Macquart;Melanostoma_bituberculatum_Loew;Miridae_sp1;Mordellidae_sp1;Mordellidae_sp2;Musca_domestica_Linnaeus;Mythimna_sp1;Nacoleia_sp1;Nacoleia_sp2;Nogodinidae_sp;Nyctemera_insulare_Boisduval;Ophyra_capensis_Wiedemann;Orchisia_costata_Meigen;Ornidia_obesa_Fabricius;Orthellia_albigena_Stein;Pachycerina_crinicornis_Thomson;Paleorhiza_sp1;Panara_naso_Fabricius;Papillio_manlius_Fabricius;Paragus_borbonicus_Macquart;Pelecophora_intemipta_All;Peribaea_sp;Phalanta_phalantha_Drury;Pheidole_megacephala_Fabricius;Phelsuma_cepediana_Merrem;Phorinia_sp;Polistes_hebraeus_Fabricius;Psilopa_iceryae_Cresson;Psyllidae_sp1;Psyllidae_sp2;Pteromalidae_sp1;Pterophoridae_sp1;Pycnonotus_jocosus_Linnaeus;Remigia_frugalis_Fabricius ;Sapromyza_sp_near_nudiuscula_Lamb.;Sarcophaga_arno_Curran ;Sarrothripinae_sp;Scatopsidae_sp;Scirtidae_sp1;Scirtidae_sp2;Scolia_carniflex_Coquillett;Scolia_oryctophaga_Coquillett;Scopariinae_sp;Sepsis_lateralis_Wiedemann;Simulium_(Byssodon) _sp2;Simulium_sp1;Siphona_sp;Spilogona_sp ;Spodoptera_littoralis_Boisduval;Stomorhina_lunata_Fabricius;Stomoxys_calcitrans_Linnaeus;Stomoxys_niger_Macquart;Strictopterinae_sp1;Syritta_nigrofemorata_Macquart;Syritta_sp_(near abyssinica Rondani);Tarundia_servillei_Spinola;Technomyrmex_albipes_Smith;Tettigoniidae_sp1;Thelairodrino_sp;Trichoplusia_indicator_Walker ;Trirhithrum_sp_near_nigerrimum_Bezzi;Villa_unifasciata_Macquart;Zaprionus_tuberculatus_Malloch;Zaprionus_vittiger_Coquillett;Zizeeria_knysa_Trimen;Zosterops_mauritianus_Gmelin
Pandanus_barklyi_var_barklyi;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;118,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Pandanus_rigidifolius;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2857;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3095;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3095;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Pandanus_wiehii;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,3333;0,0000;0,1667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Phyllanthus_phillyreifolius_var_telfairianus;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0588;0,0000;0,0400;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1655;0,0000;0,0000;0,0000;2,3267;0,0000;0,0000;0,0000;0,0588;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0571;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,5068;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Pittosporum_senacia;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0063;0,0000;0,0000;0,6667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3333;0,0000;0,0000;0,0000;0,1071;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0500;0,0571;0,0000;0,0000;0,0000;0,0000;0,1111;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,0612;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3048;0,0000;0,3333;0,0000;0,1143;0,0000;0,0000;0,0000;0,0000;0,0000;0,1071;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,3483;0,0000;0,0000;0,0000;0,0000;0,3937;0,0000;0,0000;0,0000;0,0000
Pleurostylia_leucocarpa ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0833;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0417;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2083;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0417;0,0000;0,0000;0,0000;0,0000;0,0417;0,0000;0,0000;0,0000;0,0000;0,0833;0,0000;0,0000;0,0000;0,0000;0,0000;0,1667;0,0000;0,0000;0,0000;0,0000;0,0000
Polyscias_mauritiana;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3636;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,9584;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0909;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Psiadia_terebinthina;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;2,0612;0,0000;0,0000;2,8778;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3500;0,0000;0,0000;0,0000;0,4505;0,1000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2850;0,0000;0,5111;0,0000;0,0000;0,6600;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0417;0,0000;0,0000;0,0000;0,0000;0,0526;0,5967;0,1000;0,0000;0,0000;0,0000;1,0159;0,2000;0,0000;0,0000;0,0000;1,1176;0,0000;0,3889;0,0000;0,5556;0,0000;0,2500;0,0000;0,0000;0,1818;0,4621;0,0000;0,1576;0,0000;0,3111;0,1667;0,0000;0,0667;0,0000;0,0000;0,3556;0,0667;0,0556;0,0000;0,0000;0,0000;0,0667;0,0000;0,0000;0,2500;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,9965;0,7694;0,0667;0,0000;0,2711;0,0000;0,0000;0,1719;0,0000;0,0000;0,0000;0,0000;0,6362;0,0000;0,0000;0,0000;0,0000
Pyrostria_fasciculata;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,0952;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0667;0,0000;1,6667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7333;0,0000;0,0000;0,0000;0,0000
Roussea_simplex ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5833;0,0000;0,0000;0,0000;2,0655;0,0000;0,0000;0,3333;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7500;0,0000;0,0000;0,0000;0,0000;3,6508;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,6052;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0833;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,5000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2857;0,0000;0,2500;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,6667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,1587
Sideroxylon_cinereum;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,8165;0,0250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1333;0,5167;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,4821;0,0000;0,0000;0,0000;0,0000;0,0250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1714;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0000;0,1333;0,0000;0,0000;0,0000;0,0000;0,3714;0,0000;0,0000;0,0000;0,0000;0,0000;0,3429;0,0000;0,0571;0,0571;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1850;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1333;0,1964;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,9093;0,3048;0,3983;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5020
Sideroxylon_puberulum;0,0000;0,0057;0,0000;0,0057;0,0057;0,0000;0,0250;0,0000;0,0000;0,0000;3,3948;0,0000;0,0000;0,0000;0,0000;0,0000;0,0057;0,0000;0,0000;0,1067;0,0000;0,0000;0,0000;0,0000;0,3200;0,0000;0,0000;0,0000;0,0000;0,0000;0,0400;0,0000;0,0000;0,0000;0,0000;0,0000;0,1600;0,0000;0,0000;0,0667;0,0000;0,0400;0,0111;0,0000;0,0000;0,0000;0,0000;0,0057;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0182;0,0000;0,0000;0,0000;0,0182;0,0000;0,0000;0,0000;0,5000;0,0000;0,0000;0,0000;0,0000;0,0733;0,0000;0,0000;0,0000;0,3067;0,0000;0,1296;0,0000;0,0000;0,0000;0,0000;0,0000;0,1667;0,0400;0,0667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2333;0,0400;0,0000;0,0000;0,0000;0,0000;0,0250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0333;0,0000;0,0000;0,0000;0,0000;0,0057;0,7450;0,0667;0,0000;0,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0350;0,0000;0,0000;0,0000;0,0000;0,0000;0,1557
Smilax_anceps;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0800;0,0000;0,0000;0,0333;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1429;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1567;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Stillingia_lineata_ssp_lineata;3,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;5,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;34,0000;0,0000;0,0000;0,0000;6,7667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,6667;0,6667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,2000;0,0000;5,5833;0,0000;0,0000;0,0000;3,1167;0,0000;0,0000;0,0000;0,0000;4,0000;1,0000;0,0000;0,2000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5000;0,0000;0,0000;0,0000;0,0000;0,0000;9,2492;0,0000;0,0000;0,0000;0,0000;0,0000;2,6667;0,0000;0,0000;0,6667;21,9444;0,0000;0,0000;0,0000;5,7381;0,0000;0,6667;0,0000;0,0000;0,0000;2,5000;0,0000;0,0000;0,0000;0,0000;1,1111;0,0000;0,0000;0,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,6667;0,0000;0,6667;0,4000;0,0000;0,0000;2,2500;1,6667;0,0000;0,0000;0,0000;0,5000;1,0000;9,2857;0,0000;0,5000;0,0000;3,3333;0,0000;0,0000;0,0000;0,0000;0,0000
Syzygium_commersonii;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,6667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
Syzygium_coriaceum;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,2143;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3176;0,0000;0,0000;0,0000;1,7436;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1143;0,0000;0,0000;0,0000;0,0000;0,0000;0,3818;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1176;0,0000;0,0000;0,0000;0,0000;0,0000;2,0000;0,0000;0,3247;0,0571;0,0000;0,0000;0,0000;0,0000;0,2857;0,0000;0,1714;0,0000;0,0000;0,0000;1,3574;0,0000;0,0000;0,0000;0,0000;0,0000;0,9561;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0769;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2390;0,0000;0,0000;0,0000;0,0000;0,3818;0,0000;1,9143;0,0000;0,0000;0,0000;0,0000;0,8800;0,0000;0,0000;0,0000;0,0000
Syzygium_glomeratum;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9649;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3153;0,3088;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1176;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6306;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0870;0,0000;0,0000;0,0000;0,0000;0,0000;0,1111;0,0000;0,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3576;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
