Specie,Kingdom,Role,Degree,Sum(connections strength),Networks presence
"Actinidia arguta","Plants","Plant",3,3,1
"Agrimonia pilosa","Plants","Plant",12,26,2
"Akebia quinata","Plants","Plant",2,2,1
"Alangium platanifolium","Plants","Plant",2,2,2
"Albizzia julibrissin","Plants","Plant",1,3,1
"Ampelopsis brevipedunculata","Plants","Plant",3,9,2
"Amphicarpaea bracteata","Plants","Plant",1,1,1
"Angelica polymorpha","Plants","Plant",57,103,3
"Angelica pubescens","Plants","Plant",119,303,3
"Aralia cordata","Plants","Plant",69,130,1
"Aralta elata","Plants","Plant",17,27,1
"Aster ageratoides","Plants","Plant",5,10,3
"Aster ageratoides amplexifolius","Plants","Plant",18,27,2
"Aster ageratoides ovatus","Plants","Plant",1,1,2
"Aster glehni","Plants","Plant",18,27,3
"Aster subulatus","Plants","Plant",1,1,1
"Astilbe thunbergii","Plants","Plant",26,57,4
"Bistorta tenuicaulis","Plants","Plant",1,1,2
"Calamagrostis arundinacea","Plants","Plant",1,1,1
"Callicarpa japonica","Plants","Plant",5,12,3
"Cardamine regeliana","Plants","Plant",6,6,2
"Cardamine tanakae","Plants","Plant",9,13,1
"Cardiandra alternifolia","Plants","Plant",10,28,2
"Carex curvicollis","Plants","Plant",28,44,1
"Chelidonium majus","Plants","Plant",2,3,2
"Cirsium microspicatum","Plants","Plant",12,86,1
"Clematis apiifolia","Plants","Plant",1,1,1
"Clethra barbinervis","Plants","Plant",8,13,1
"Codonopsis lanceolata","Plants","Plant",2,2,2
"Corydalis incisa","Plants","Plant",53,104,1
"Corydalis pallida","Plants","Plant",13,20,2
"Cryptotaenia japonica","Plants","Plant",3,3,2
"Desmodium podocarpum","Plants","Plant",15,21,2
"Deutzia crenata","Plants","Plant",103,327,4
"Deutzia maximowicziana","Plants","Plant",44,80,2
"Digitaria ciliaris","Plants","Plant",1,3,1
"Dipsacus japonicus","Plants","Plant",2,2,1
"Duchesnea chrysantha","Plants","Plant",12,25,1
"Eriobotrya japonica","Plants","Plant",1,1,1
"Euonymus alatus","Plants","Plant",10,10,2
"Eupatorium chinense","Plants","Plant",1,1,3
"Euptelea polyandra","Plants","Plant",3,4,1
"Geranium nepalense","Plants","Plant",8,19,2
"Geum japonicum","Plants","Plant",8,12,2
"Glechoma hederacea","Plants","Plant",8,11,1
"Houttuynia cordata","Plants","Plant",1,1,2
"Hydrangea hirta","Plants","Plant",26,49,2
"Hydrangea macrophylla","Plants","Plant",35,135,3
"Hydrangea paniculata","Plants","Plant",34,96,4
"Hypericum pseudopetiolatum","Plants","Plant",1,1,2
"Impatiens noli-tangere","Plants","Plant",3,20,2
"Impatiens textori","Plants","Plant",2,87,2
"Ixeris dentata","Plants","Plant",4,4,6
"Kalimeris pinnatifida","Plants","Plant",1,1,2
"Kalimeris yomena","Plants","Plant",46,132,3
"Kerria japonica","Plants","Plant",51,145,2
"Leucosceptrum stellipilum","Plants","Plant",32,108,1
"Ligularia fischerii","Plants","Plant",22,65,2
"Ligustrum obtusifolium","Plants","Plant",1,1,3
"Lindera obtusiloba","Plants","Plant",19,69,1
"Lindera umbellata","Plants","Plant",7,14,1
"Lonicera gracilipes","Plants","Plant",8,16,1
"Macleaya cordata","Plants","Plant",17,69,1
"Meehania urticifolia","Plants","Plant",1,3,2
"Meliosma tenuis","Plants","Plant",10,28,1
"Omphalodes japonica","Plants","Plant",23,75,1
"Orixa japonica","Plants","Plant",40,51,1
"Osterium sieboldii","Plants","Plant",5,15,1
"Paederia scandens","Plants","Plant",6,9,3
"Paeonia japonica","Plants","Plant",2,4,1
"Patrinia villosa","Plants","Plant",2,2,4
"Persicaria aestiva","Plants","Plant",1,2,2
"Persicaria conspicua","Plants","Plant",3,3,1
"Persicaria pubescens","Plants","Plant",1,1,2
"Persicaria thunbergii","Plants","Plant",108,301,4
"Persicaria yokusaiana","Plants","Plant",2,3,3
"Plantago asiatica","Plants","Plant",1,1,2
"Pollia japonica","Plants","Plant",4,4,3
"Potentilla sundaica","Plants","Plant",2,2,1
"Prunus jamasakura","Plants","Plant",3,6,3
"Rabdosia longituba","Plants","Plant",4,8,2
"Rabdosia trichocarpa","Plants","Plant",7,16,2
"Ranunculus silerifolius","Plants","Plant",24,49,2
"Reynoutria japonica","Plants","Plant",79,163,4
"Rhododendron kaempferi","Plants","Plant",3,5,1
"Rhus javanica","Plants","Plant",14,20,3
"Rorippa indica","Plants","Plant",8,38,2
"Rubus buergeri","Plants","Plant",2,6,1
"Rubus crataegifolius","Plants","Plant",86,207,1
"Rubus palmatus","Plants","Plant",50,138,2
"Sambucus racemosa","Plants","Plant",5,5,2
"Senecio nikoensis","Plants","Plant",1,1,1
"Stachyurus praecox","Plants","Plant",5,11,2
"Staphylea bumalda","Plants","Plant",47,74,2
"Stellaria alsine","Plants","Plant",5,5,1
"Stellaria uchiyamana","Plants","Plant",12,14,1
"Stenactis annuus","Plants","Plant",67,195,3
"Stephanandra incisa","Plants","Plant",17,26,1
"Swertia bimaculata","Plants","Plant",4,7,1
"Swida macrophylla","Plants","Plant",3,3,2
"Symplocos chinensis","Plants","Plant",34,60,2
"Torilis japonica","Plants","Plant",3,3,4
"Trifolium repens","Plants","Plant",6,9,11
"Trigonotis brevipes","Plants","Plant",3,3,1
"Valeriana flaccidissima","Plants","Plant",1,1,1
"Viburnum phlebotricum","Plants","Plant",11,16,1
"Viburnum plicatum","Plants","Plant",74,170,2
"Vicia venosa","Plants","Plant",2,7,1
"Viola verecunda","Plants","Plant",27,67,2
"Weigela hortensis","Plants","Plant",41,100,4
"Wisteria floribunda","Plants","Plant",11,12,2
"Youngia denticulata","Plants","Plant",2,2,1
