"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado"
"Merodon minutus","M_015","Merodon.minutus",NA,NA,"Chamomilla recutita",1,1,NA,NA,"Merodon minutus"
"Merodon minutus","M_015","Merodon.minutus",NA,NA,"Cistus salvifolius",1,1,NA,NA,"Merodon minutus"
"Merodon nigritarsis","M_015","Merodon.nigritarsis","Lamiaceae","Thymbra","Thymbra capitata",1,1,NA,NA,"Merodon nigritarsis"
"Merodon sp1 M PL 015","M_015","Merodon.sp1.M.PL.015","Hypericaceae","Hypericum","Hypericum triquetrifolium",1,1,NA,NA,"Merodon sp1 M PL 015"
"Merodon sp1 M PL 015","M_015","Merodon.sp1.M.PL.015","Primulaceae","Cyclamen","Cyclamen graecum",1,1,NA,NA,"Merodon sp1 M PL 015"
"Merodon sp1 M PL 015","M_015","Merodon.sp1.M.PL.015",NA,NA,"Urginea maritima",1,1,NA,NA,"Merodon sp1 M PL 015"
"Merodon sp2 M PL 015","M_015","Merodon.sp2.M.PL.015","Iridaceae","Crocus","Crocus cancellatus",1,1,NA,NA,"Merodon sp2 M PL 015"
"Merodon sp2 M PL 015","M_015","Merodon.sp2.M.PL.015","Primulaceae","Cyclamen","Cyclamen graecum",1,1,NA,NA,"Merodon sp2 M PL 015"
"Merodon sp2 M PL 015","M_015","Merodon.sp2.M.PL.015",NA,NA,"Scilla autumnalis",1,1,NA,NA,"Merodon sp2 M PL 015"
"Merodon sp3 M PL 015","M_015","Merodon.sp3.M.PL.015","Amaryllidaceae","Sternbergia","Sternbergia lutea",1,1,NA,NA,"Merodon sp3 M PL 015"
"Merodon sp3 M PL 015","M_015","Merodon.sp3.M.PL.015",NA,NA,"Urginea maritima",1,1,NA,NA,"Merodon sp3 M PL 015"
"Merodon sp4 M PL 015","M_015","Merodon.sp4.M.PL.015",NA,NA,"Urginea maritima",1,1,NA,NA,"Merodon sp4 M PL 015"
"Meromyza americana","M_062","Meromyza.americana","Apiaceae","Oxypolis","Oxypolis rigidior",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Apiaceae","Pastinaca","Pastinaca sativa",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Asteraceae","Rudbeckia","Rudbeckia hirta",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Asteraceae","Silphium","Silphium integrifolium",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Asteraceae","Silphium","Silphium laciniatum",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Asteraceae","Solidago","Solidago speciosa",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Balsaminaceae","Impatiens","Impatiens capensis",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Caprifoliaceae","Triosteum","Triosteum perfoliatum",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Caprifoliaceae","Valerianella","Valerianella radiata",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Caryophyllaceae","Silene","Silene stellata",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Caryophyllaceae","Stellaria","Stellaria media",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Colchicaceae","Uvularia","Uvularia grandiflora",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Convolvulaceae","Ipomoea","Ipomoea hederacea",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Cucurbitaceae","Sicyos","Sicyos angulatus",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Fabaceae","Dalea","Dalea candida",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Fabaceae","Dalea","Dalea purpurea",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Gentianaceae","Frasera","Frasera carolinensis",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Haloragaceae","Stellaria","Stellaria media",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Hypoxidaceae","Hypoxis","Hypoxis hirsuta",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Iridaceae","Iris","Iris hexagona",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Lamiaceae","Marrubium","Marrubium vulgare",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Lamiaceae","Monarda","Monarda fistulosa",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Lamiaceae","Scutellaria","Scutellaria incana",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Lamiaceae","Scutellaria","Scutellaria ovata subsp. ovata",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Lythraceae","Lythrum","Lythrum alatum",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Malvaceae","Malva","Malva pusilla",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Molluginaceae","Mollugo","Mollugo verticillata",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Onagraceae","Oenothera","Oenothera biennis",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Orchidaceae","Liparis","Liparis liliifolia",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Oxalidaceae","Oxalis","Oxalis stricta",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Oxalidaceae","Oxalis","Oxalis violacea",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Phrymaceae","Mimulus","Mimulus ringens",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Poaceae","Poa","Poa pratensis",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Polygalaceae","Senega","Senega sanguinea",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana","Salicaceae","Salix","Salix nigra",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana",NA,NA,"Nymphaea advena",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana",NA,NA,"Orobanche uniflora",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana",NA,NA,"Polygonum scandens",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana",NA,NA,"Psedera quinquefolia",1,1,NA,NA,"Meromyza americana"
"Meromyza americana","M_062","Meromyza.americana",NA,NA,"Steironema ciliatum",1,1,NA,NA,"Meromyza americana"
"Mesanthidium carduele","M_015","Mesanthidium.carduele","Asteraceae","Centaurea","Centaurea orphanidea",1,1,"Afranthidium (mesanthidium) carduele","GBIF","Afranthidium (mesanthidium) carduele"
"Mesapamea secalis","M_018","Mesapamea.secalis","Lamiaceae","Stachys","Stachys palustris",1,1,NA,NA,"Mesapamea secalis"
"Mesapamea secalis","M_037","Mesapamea.secalis","Lamiaceae","Stachys","Stachys palustris",1,1,NA,NA,"Mesapamea secalis"
"Mesembrina resplendens","M_056","Mesembrina.resplendens","Polygonaceae","Reynoutria","Reynoutria japonica",1,1,NA,NA,"Mesembrina resplendens"
"Mesembrius flaviceps","M_055","Mesembrius.flaviceps","Alismataceae","Alisma","Alisma canaliculatum",1,1,NA,NA,"Mesembrius flaviceps"
"Mesembrius flaviceps","M_055","Mesembrius.flaviceps","Alismataceae","Sagittaria","Sagittaria trifolia",1,1,NA,NA,"Mesembrius flaviceps"
"Mesembrius flaviceps","M_055","Mesembrius.flaviceps","Pontederiaceae","Monochoria","Pontederia korsakowii",1,1,NA,NA,"Mesembrius flaviceps"
"Mesembrius flaviceps","M_055","Mesembrius.flaviceps",NA,NA,"Iris taevigata",1,1,NA,NA,"Mesembrius flaviceps"
"Mesepora onukii","M_044","Mesepora.onukii","Lythraceae","Lagerstroemia","Lagerstroemia subcostata",1,1,NA,NA,"Mesepora onukii"
"Mesepora onukii","M_044","Mesepora.onukii","Rhizophoraceae","Kandelia","Kandelia candel",1,1,NA,NA,"Mesepora onukii"
"Mesochorus sp1 M PL 015","M_015","Mesochorus.sp1.M.PL.015","Apiaceae","Scandix","Scandix australis",1,1,NA,NA,"Mesochorus sp1 M PL 015"
"Mesochorus sp1 M PL 047","M_047","Mesochorus.sp1.M.PL.047","Salicaceae","Salix","Salix repens",1,1,NA,NA,"Mesochorus sp1 M PL 047"
"Mesogramma geminata","M_062","Mesogramma.geminata","Alismataceae","Alisma","Alisma plantago-aquatica",1,1,NA,NA,"Mesogramma geminata"
"Mesogramma geminata","M_062","Mesogramma.geminata","Apocynaceae","Asclepias","Asclepias sullivantii",1,1,NA,NA,"Mesogramma geminata"
"Mesogramma geminata","M_062","Mesogramma.geminata","Asparagaceae","Asparagus","Asparagus officinalis",1,1,NA,NA,"Mesogramma geminata"
"Mesogramma geminata","M_062","Mesogramma.geminata","Asteraceae","Symphyotrichum","Symphyotrichum anomalum",1,1,NA,NA,"Mesogramma geminata"
"Mesogramma geminata","M_062","Mesogramma.geminata","Fabaceae","Amorpha","Amorpha canescens",1,1,NA,NA,"Mesogramma geminata"
"Mesogramma geminata","M_062","Mesogramma.geminata","Ranunculaceae","Clematis","Clematis virginiana",1,1,NA,NA,"Mesogramma geminata"
"Mesogramma geminata","M_062","Mesogramma.geminata",NA,NA,"Gerardia auriculata",1,1,NA,NA,"Mesogramma geminata"
"Mesogramma marginata","M_005","Mesogramma.marginata","Rosaceae","Potentilla","Potentilla pulcherrima",1,1,NA,NA,"Mesogramma marginata"
"Mesogramma polita","M_062","Mesogramma.polita","Asteraceae","Rudbeckia","Rudbeckia triloba",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Asteraceae","Silphium","Silphium terebinthinaceum",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Berberidaceae","Podophyllum","Podophyllum peltatum",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Brassicaceae","Rorippa","Rorippa palustris",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Brassicaceae","Rorippa","Rorippa teres",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Colchicaceae","Uvularia","Uvularia grandiflora",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Cucurbitaceae","Sicyos","Sicyos angulatus",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Fabaceae","Orbexilum","Orbexilum onobrychis",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Fabaceae","Robinia","Robinia pseudoacacia",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Fabaceae","Trifolium","Trifolium repens",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Grossulariaceae","Ribes","Ribes niveum",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Iridaceae","Sisyrinchium","Sisyrinchium angustifolium",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Lamiaceae","Scutellaria","Scutellaria lateriflora",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Lamiaceae","Scutellaria","Scutellaria parvula",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Lamiaceae","Stachys","Stachys palustris",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Malvaceae","Sida","Sida spinosa",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Plantaginaceae","Penstemon","Penstemon hirsutus",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Plantaginaceae","Penstemon","Penstemon laevigatus",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Plantaginaceae","Veronica","Veronica peregrina",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Polemoniaceae","Phlox","Phlox pilosa",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Primulaceae","Samolus","Samolus parviflorus",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Ranunculaceae","Ranunculus","Ranunculus abortivus",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Ranunculaceae","Ranunculus","Ranunculus recurvatus",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Salicaceae","Populus","Populus deltoides",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Salicaceae","Salix","Salix humilis",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Salicaceae","Salix","Salix interior",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Ulmaceae","Ulmus","Ulmus rubra",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Violaceae","Viola","Viola cucullata",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Violaceae","Viola","Viola pedata",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita","Violaceae","Viola","Viola pedatifida",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita",NA,NA,"Polygonum lapathifolium",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita",NA,NA,"Psedera quinquefolia",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita",NA,NA,"Sebatia angularis",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita",NA,NA,"Verbena angustifolia",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita",NA,NA,"Verbena bracteosa",1,1,NA,NA,"Mesogramma polita"
"Mesogramma polita","M_062","Mesogramma.polita",NA,NA,"Veronica virginica",1,1,NA,NA,"Mesogramma polita"
"Mesograpta calceolatus","M_034","Mesograpta.calceolatus","Cunoniaceae","Eucryphia","Eucryphia cordifolia",1,1,NA,NA,"Mesograpta calceolatus"
"Mesograpta calceolatus","M_034","Mesograpta.calceolatus",NA,NA,"Anagallis alternifolia",1,1,NA,NA,"Mesograpta calceolatus"
"Mesograpta marginata","M_032","Mesograpta.marginata","Montiaceae","Claytonia","Claytonia virginica",1,1,NA,NA,"Mesograpta marginata"
"Mesograpta philippi","M_034","Mesograpta.philippi","Myrtaceae","Amomyrtus","Amomyrtus luma",1,1,NA,NA,"Mesograpta philippi"
"Mesograpta philippi","M_034","Mesograpta.philippi","Myrtaceae","Amomyrtus","Amomyrtus meli",1,1,NA,NA,"Mesograpta philippi"
"Mesograpta philippi","M_034","Mesograpta.philippi","Myrtaceae","Myrteola","Myrteola nummularia",1,1,NA,NA,"Mesograpta philippi"
"Mesograpta philippi","M_034","Mesograpta.philippi","Myrtaceae","Tepualia","Tepualia stipularis",1,1,NA,NA,"Mesograpta philippi"
"Mesograpta philippi","M_034","Mesograpta.philippi","Myrtaceae","Ugni","Ugni candollei",1,1,NA,NA,"Mesograpta philippi"
"Mesonychium gayi","M_001","Mesonychium.gayi","Fabaceae","Adesmia","Adesmia conferta",1,1,NA,NA,"Mesonychium gayi"
"Mesonychium gayi","M_001","Mesonychium.gayi","Fabaceae","Astragalus","Astragalus curvicaulis",1,1,NA,NA,"Mesonychium gayi"
"Metacanthus galapagensis","M_026","Metacanthus.galapagensis","Boraginaceae","Cordia","Cordia lutea",1,1,NA,NA,"Metacanthus galapagensis"
"Metachrostis dardouinii","M_016","Metachrostis.dardouinii","Thymelaeaceae","Daphne","Daphne gnidium",1,1,NA,NA,"Metachrostis dardouinii"
"Metachrostis velox","M_016","Metachrostis.velox","Thymelaeaceae","Daphne","Daphne gnidium",1,1,NA,NA,"Metachrostis velox"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Brassicaceae","Capsella","Capsella bursa-pastoris",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Asteraceae","Calendula","Calendula arvensis",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Apiaceae","Scandix","Scandix australis",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Brassicaceae","Sisymbrium","Sisymbrium orientale",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Brassicaceae","Hirschfeldia","Hirschfeldia incana",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Geraniaceae","Erodium","Erodium malacoides",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Asteraceae","Hypochaeris","Hypochaeris achyrophorus",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Boraginaceae","Alkanna","Alkanna tinctoria",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Resedaceae","Reseda","Reseda alba",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Asparagaceae","Muscari","Muscari neglectum",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metallinella brevicornis","M_015","Metallinella.brevicornis","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea",1,1,"Osmia (Metallinella) brevicornis","GBIF","Osmia (Metallinella) brevicornis"
"Metasyrphus americanus","M_032","Metasyrphus.americanus","Montiaceae","Claytonia","Claytonia virginica",1,1,NA,NA,"Metasyrphus americanus"
"Metasyrphus americanus","M_032","Metasyrphus.americanus","Papaveraceae","Sanguinaria","Sanguinaria canadensis",1,1,NA,NA,"Metasyrphus americanus"
"Metasyrphus americanus","M_032","Metasyrphus.americanus","Ranunculaceae","Enemion","Enemion biternatum",1,1,NA,NA,"Metasyrphus americanus"
"Metasyrphus chillcotti","M_020","Metasyrphus.chillcotti","Rosaceae","Dryas","Dryas integrifolia",1,1,NA,NA,"Metasyrphus chillcotti"
"Metasyrphus chillcotti","M_020","Metasyrphus.chillcotti","Salicaceae","Salix","Salix arctica",1,1,NA,NA,"Metasyrphus chillcotti"
"Metasyrphus chillcotti","M_020","Metasyrphus.chillcotti","Saxifragaceae","Saxifraga","Saxifraga oppositifolia",1,1,NA,NA,"Metasyrphus chillcotti"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Amaryllidaceae","Allium","Allium subhirsutum",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Amaryllidaceae","Sternbergia","Sternbergia lutea",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Apiaceae","Scandix","Scandix australis",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asparagaceae","Muscari","Muscari neglectum",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asteraceae","Bellis","Bellis annua",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asteraceae","Calendula","Calendula arvensis",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asteraceae","Chondrilla","Chondrilla juncea",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asteraceae","Chondrilla","Chondrilla ramosissima",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asteraceae","Dittrichia","Dittrichia graveolens",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asteraceae","Hypochaeris","Hypochaeris achyrophorus",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asteraceae","Senecio","Senecio vulgaris",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Asteraceae","Taraxacum","Taraxacum officinale",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Boraginaceae","Heliotropium","Heliotropium dolosum",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Boraginaceae","Heliotropium","Heliotropium europaeum",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Boraginaceae","Heliotropium","Heliotropium hirsutissimum",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Brassicaceae","Hirschfeldia","Hirschfeldia incana",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Cistaceae","Fumana","Fumana arabica",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Cistaceae","Fumana","Fumana thymifolia",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Convolvulaceae","Convolvulus","Convolvulus althaeoides",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Cucurbitaceae","Ecballium","Ecballium elaterium",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Ericaceae","Erica","Erica manipuliflora",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Geraniaceae","Erodium","Erodium cicutarium",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Geraniaceae","Erodium","Erodium malacoides",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Geraniaceae","Geranium","Geranium rotundifolium",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Hypericaceae","Hypericum","Hypericum empetrifolium",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Hypericaceae","Hypericum","Hypericum triquetrifolium",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Iridaceae","Crocus","Crocus cancellatus",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Iridaceae","Crocus","Crocus laevigatus",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Plantaginaceae","Globularia","Globularia alypum",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Primulaceae","Cyclamen","Cyclamen graecum",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Ranunculaceae","Anemone","Anemone coronaria",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Ranunculaceae","Anemone","Anemone hortensis",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Scrophulariaceae","Verbascum","Verbascum undulatum",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae","Thymelaeaceae","Thymelaea","Thymelaea hirsuta",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae",NA,NA,"Chamomilla recutita",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae",NA,NA,"Chrysanthemum coronarium",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae",NA,NA,"Gagea granatelli",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_015","Metasyrphus.corollae",NA,NA,"Scilla autumnalis",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_016","Metasyrphus.corollae","Fabaceae","Ulex","Ulex minor",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_016","Metasyrphus.corollae","Santalaceae","Osyris","Osyris quadripartita",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_016","Metasyrphus.corollae","Smilacaceae","Smilax","Smilax aspera",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_016","Metasyrphus.corollae","Thymelaeaceae","Daphne","Daphne gnidium",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_016","Metasyrphus.corollae",NA,NA,"Rosmarinus officinalis",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_017","Metasyrphus.corollae","Apiaceae","Daucus","Daucus carota",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_017","Metasyrphus.corollae","Asteraceae","Leontodon","Leontodon autumnalis",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_017","Metasyrphus.corollae","Rosaceae","Agrimonia","Agrimonia eupatoria",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_021","Metasyrphus.corollae","Caprifoliaceae","Weigela","Weigela hortensis",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_054","Metasyrphus.corollae","Rosaceae","Spiraea","Spiraea cantoniensis",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus corollae","M_057","Metasyrphus.corollae","Lamiaceae","Glechoma","Glechoma hederacea",1,1,NA,NA,"Metasyrphus corollae"
"Metasyrphus ferquens","M_056","Metasyrphus.ferquens","Asteraceae","Serratula","Serratula coronata subsp. insularis",1,1,NA,NA,"Metasyrphus ferquens"
"Metasyrphus ferquens","M_056","Metasyrphus.ferquens","Caprifoliaceae","Scabiosa","Scabiosa japonica",1,1,NA,NA,"Metasyrphus ferquens"
"Metasyrphus ferquens","M_056","Metasyrphus.ferquens","Rosaceae","Filipendula","Filipendula multijuga",1,1,NA,NA,"Metasyrphus ferquens"
"Metasyrphus lapponicus","M_015","Metasyrphus.lapponicus","Asphodelaceae","Asphodelus","Asphodelus aestivus",1,1,NA,NA,"Metasyrphus lapponicus"
