"genero","especie","orden","familia"
"Loxostege","Loxostege similalis","Lepidoptera","Crambidae"
"Lucidina","Lucidina accensa","Coleoptera","Lampyridae"
"Lucilia","Lucilia sp1 M PL 046","Diptera","Calliphoridae"
"Lucilia","Lucilia sp1 M PL 050","Diptera","Calliphoridae"
"Lucilia","Lucilia silvarum","Diptera","Calliphoridae"
"Lucilia","Lucilia sylvarum","Diptera","Calliphoridae"
"Lucilia","Lucilia sp1 M PL 056","Diptera","Calliphoridae"
"Lucilia","Lucilia caesar","Diptera","Calliphoridae"
"Lucilia","Lucilia porphyrina","Diptera","Calliphoridae"
"Lucilia","Lucilia sp","Diptera","Calliphoridae"
"Lucilia","Lucilia bufonivora","Diptera","Calliphoridae"
"Lucilia","Lucilia papuensis","Diptera","Calliphoridae"
"Lucilia","Lucilia sp1 M PL 058","Diptera","Calliphoridae"
"Lucilia","Lucilia sericata","Diptera","Calliphoridae"
"Lucilia","Lucilia sp1 M PL 036","Diptera","Calliphoridae"
"Lucillia","Lucillia sp1 M PL 006",NA,NA
"Lucillia","Lucillia sp1 M PL 007",NA,NA
"Luperaltica","Luperaltica fuscula","Coleoptera","Chrysomelidae"
"Lupesus","Lupesus moorii",NA,NA
"Lycaena","Lycaena salustius","Lepidoptera","Lycaenidae"
"Lycaena","Lycaena virgaureae","Lepidoptera","Lycaenidae"
"Lycaena","Lycaena phlaeas","Lepidoptera","Lycaenidae"
"Lycaena","Lycaena feildeni","Lepidoptera","Lycaenidae"
"Lycaena","Lycaena phlaeas daimio","Lepidoptera","Lycaenidae"
"Lycaena","Lycaena glaucon","Lepidoptera","Lycaenidae"
"Lycaena","Lycaena pseudargiolus","Lepidoptera","Lycaenidae"
"Lycaena","Lycaena boldenarium","Lepidoptera","Lycaenidae"
"Lycaenopsis","Lycaenopsis argiolus","Lepidoptera","Lycaenidae"
"Lycophlaeba","Lycophlaeba lugubris",NA,NA
"Lycophotia","Lycophotia porphyrea","Lepidoptera","Noctuidae"
"Lycoriella","Lycoriella sp2 M PL 009","Diptera","Sciaridae"
"Lycoriella","Lycoriella sp1 M PL 009","Diptera","Sciaridae"
"Lycoriella","Lycoriella curvispina","Diptera","Sciaridae"
"Lycoriella","Lycoriella freyi","Diptera","Sciaridae"
"Lygaeidae","Lygaeidae sp1 M PL 064",NA,NA
"Lygaeidae","Lygaeidae sp2 M PL 065",NA,NA
"Lygaeidae","Lygaeidae sp1 M PL 082",NA,NA
"Lygaeidae","Lygaeidae sp1 M PL 078",NA,NA
"Lygaeidae","Lygaeidae sp5",NA,NA
"Lygaeidae","Lygaeidae sp3",NA,NA
"Lygaeidae","Lygaeidae sp1 M PL 077",NA,NA
"Lygaeidae","Lygaeidae sp2",NA,NA
"Lygaeidae","Lygaeidae sp1 M PL 062",NA,NA
"Lygaeidae","Lygaeidae sp1 M PL 067",NA,NA
"Lygaeidae","Lygaeidae sp1 M PL 074",NA,NA
"Lygaeus","Lygaeus turcicus","Hemiptera","Lygaeidae"
"Lygaeus","Lygaeus equestris","Hemiptera","Lygaeidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 064","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 118","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 107","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 089","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 074","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 073","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 127","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 100","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 105","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 084","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 124","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 086","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 109","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 128","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 098","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 061","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 131","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 092","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 062","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 125","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 075","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 108","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 085","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 063","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 104","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 077","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 119","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 111","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 115","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 091","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 121","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 076","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 126","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 103","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 130","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 060","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 102","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp2 M PL 065","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 099","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 114","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 112","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 066","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 072","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 096","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 088","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 106","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 093","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 120","Diptera","Keroplatidae"
"Lygistorrhina","Lygistorrhina sp1 M PL 071","Diptera","Keroplatidae"
"Lygocoris","Lygocoris sp9 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp1 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp8 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp7 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp2 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris pallens","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp3 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp10 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp5 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp6 M PL 044","Hemiptera","Miridae"
"Lygocoris","Lygocoris sp4 M PL 044","Hemiptera","Miridae"
"Lygus","Lygus lucorum","Hemiptera","Miridae"
"Lygus","Lygus refidorsus","Hemiptera","Miridae"
"Lygus","Lygus pratensis","Hemiptera","Miridae"
"Lypesthes","Lypesthes ater",NA,NA
"Lypha","Lypha erigonopsidis","Diptera","Tachinidae"
"Lyroda","Lyroda subita","Hymenoptera","Crabronidae"
"Mabuya","Mabuya sechellensis",NA,NA
"Machaeris","Machaeris illinoensis",NA,NA
"Macratria","Macratria griseosellata","Coleoptera","Anthicidae"
"Macrobasis","Macrobasis unicolor",NA,NA
"Macrocorynus","Macrocorynus sp1 M PL 044","Coleoptera","Curculionidae"
"Macrodactlyus","Macrodactlyus subspinosus",NA,NA
"Macrodyctium","Macrodyctium apicatus",NA,NA
"Macroglossum","Macroglossum milvus Boisduval","Lepidoptera","Sphingidae"
"Macroglossum","Macroglossum saga","Lepidoptera","Sphingidae"
"Macroglossum","Macroglossum sp1 M PL 053","Lepidoptera","Sphingidae"
"Macroglossum","Macroglossum bombylaus","Lepidoptera","Sphingidae"
"Macroglossum","Macroglossum passalus","Lepidoptera","Sphingidae"
"Macroglossum","Macroglossum fringilla","Lepidoptera","Sphingidae"
"Macroglossum","Macroglossum stellatarum","Lepidoptera","Sphingidae"
"Macroglossum","Macroglossum corythus","Lepidoptera","Sphingidae"
"Macroglossum","Macroglossum milvus","Lepidoptera","Sphingidae"
"Macrolagria","Macrolagria rufobrunnea","Coleoptera","Tenebrionidae"
"Macrolagria","Macrolagria robusticeps","Coleoptera","Tenebrionidae"
"Macrometopia","Macrometopia atra","Diptera","Syrphidae"
"Macrophya","Macrophya falsifica","Hymenoptera","Tenthredinidae"
"Macrophya","Macrophya sp1 M PL 057","Hymenoptera","Tenthredinidae"
"Macrophya","Macrophya apicalis","Hymenoptera","Tenthredinidae"
"Macrophya","Macrophya teutona","Hymenoptera","Tenthredinidae"
"Macropis","Macropis labiata","Hymenoptera","Melittidae"
"Macropis","Macropis steironematis","Hymenoptera","Melittidae"
"Macrotylus","Macrotylus nigricornis","Hemiptera","Miridae"
"Maculinea","Maculinea teleius","Lepidoptera","Lycaenidae"
"Malachius","Malachius viridis","Coleoptera","Melyridae"
"Malachius","Malachius bipustulatus","Coleoptera","Melyridae"
"Malachius","Malachius viridus","Coleoptera","Melyridae"
"Malachius","Malachius geniculatus","Coleoptera","Melyridae"
"Malachius","Malachius marginellus","Coleoptera","Melyridae"
"Malachius","Malachius sp1 M PL 016","Coleoptera","Melyridae"
"Malachius","Malachius sp1 M PL 015","Coleoptera","Melyridae"
"Mallochomacquartia","Mallochomacquartia setiventris","Diptera","Tachinidae"
"Mallota","Mallota illinoensis","Diptera","Syrphidae"
"Mallota","Mallota flavoterminata","Diptera","Syrphidae"
"Mallota","Mallota dimorpha","Diptera","Syrphidae"
"Mallota","Mallota posticata","Diptera","Syrphidae"
"Malthinellus","Malthinellus chujoi","Coleoptera","Cantharidae"
"Malthinus","Malthinus okinawanus","Coleoptera","Cantharidae"
"Malthodes","Malthodes sulcicollis","Coleoptera","Cantharidae"
"Malthodes","Malthodes sp1 M PL 016","Coleoptera","Cantharidae"
"Manduca","Manduca rustica","Lepidoptera","Sphingidae"
"Maniola","Maniola jurtina","Lepidoptera","Nymphalidae"
"Manobidia","Manobidia nipponica","Coleoptera","Chrysomelidae"
"Manuelia","Manuelia postica","Hymenoptera","Apidae"
"Manuelia","Manuelia gayi","Hymenoptera","Apidae"
"Marpesia","Marpesia chiron","Lepidoptera","Nymphalidae"
"Marpesia","Marpesia petreus","Lepidoptera","Nymphalidae"
"Mashumyia","Mashumyia ferdinandi",NA,NA
"Masicera","Masicera sp1 M PL 055","Diptera","Tachinidae"
"Matachius","Matachius prolongatus",NA,NA
"Matsumuraiella","Matsumuraiella sp1 M PL 044","Psocodea","Dasydemellidae"
"Matsumurella","Matsumurella kogotensis","Hemiptera","Cicadellidae"
"Mauoglossum","Mauoglossum pynhosticta",NA,NA
"Mauoglossum","Mauoglossum sp1 M PL 057",NA,NA
"Mauritiborium","Mauritiborium undulatus",NA,NA
"Mecopselaphus","Mecopselaphus maculicollis","Coleoptera","Oedemeridae"
"Mecoptera","Mecoptera sp12 M PL 021",NA,NA
"Mecoptera","Mecoptera sp22 M PL 021",NA,NA
"Mecoptera","Mecoptera sp11 M PL 021",NA,NA
"Mecoptera","Mecoptera sp79 M PL 021",NA,NA
"Mecoptera","Mecoptera sp485 M PL 057",NA,NA
"Mecyna","Mecyna sp1 M PL 016","Lepidoptera","Crambidae"
"Mecyna","Mecyna flavidalis","Lepidoptera","Crambidae"
"Medetera","Medetera sp1 M PL 015","Diptera","Dolichopodidae"
"Medinella","Medinella flavotemorata","Diptera","Tachinidae"
"Mediza","Mediza sp1 M PL 044",NA,NA
"Megacampsomeris","Megacampsomeris grossa","Hymenoptera","Scoliidae"
"Megachile","Megachile pugnata","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 072","Hymenoptera","Megachilidae"
"Megachile","Megachile manicata","Hymenoptera","Megachilidae"
"Megachile","Megachile argentata","Hymenoptera","Megachilidae"
"Megachile","Megachile sp2 M PL 023","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 015","Hymenoptera","Megachilidae"
"Megachile","Megachile parietina","Hymenoptera","Megachilidae"
"Megachile","Megachile hungarica","Hymenoptera","Megachilidae"
"Megachile","Megachile sp2 M PL 015","Hymenoptera","Megachilidae"
"Megachile","Megachile giraudi","Hymenoptera","Megachilidae"
"Megachile","Megachile nipponica","Hymenoptera","Megachilidae"
"Megachile","Megachile albocristata","Hymenoptera","Megachilidae"
"Megachile","Megachile leachella","Hymenoptera","Megachilidae"
"Megachile","Megachile texana","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 022","Hymenoptera","Megachilidae"
"Megachile","Megachile relativa","Hymenoptera","Megachilidae"
"Megachile","Megachile lefebvrei","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 030","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 058","Hymenoptera","Megachilidae"
"Megachile","Megachile generosa","Hymenoptera","Megachilidae"
"Megachile","Megachile pacifica","Hymenoptera","Megachilidae"
"Megachile","Megachile albisecta","Hymenoptera","Megachilidae"
"Megachile","Megachile wootoni","Hymenoptera","Megachilidae"
"Megachile","Megachile remota sakagamii","Hymenoptera","Megachilidae"
"Megachile","Megachile sp4 M PL 072","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 051","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 023","Hymenoptera","Megachilidae"
"Megachile","Megachile pseudomonticola","Hymenoptera","Megachilidae"
"Megachile","Megachile gemula albula","Hymenoptera","Megachilidae"
"Megachile","Megachile villipes","Hymenoptera","Megachilidae"
"Megachile","Megachile sp2","Hymenoptera","Megachilidae"
"Megachile","Megachile canariensis","Hymenoptera","Megachilidae"
"Megachile","Megachile wootoni calogaster","Hymenoptera","Megachilidae"
"Megachile","Megachile oligolege","Hymenoptera","Megachilidae"
"Megachile","Megachile sp2 M PL 072","Hymenoptera","Megachilidae"
"Megachile","Megachile sp3 M PL 072","Hymenoptera","Megachilidae"
"Megachile","Megachile sp4 M PL 015","Hymenoptera","Megachilidae"
"Megachile","Megachile vidua","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 019","Hymenoptera","Megachilidae"
"Megachile","Megachile sp2 M PL 022","Hymenoptera","Megachilidae"
"Megachile","Megachile mendica","Hymenoptera","Megachilidae"
"Megachile","Megachile addenda","Hymenoptera","Megachilidae"
"Megachile","Megachile kobensis","Hymenoptera","Megachilidae"
"Megachile","Megachile sp2 M PL 051","Hymenoptera","Megachilidae"
"Megachile","Megachile 6 dentata","Hymenoptera","Megachilidae"
"Megachile","Megachile sp5","Hymenoptera","Megachilidae"
"Megachile","Megachile maritima","Hymenoptera","Megachilidae"
"Megachile","Megachile sp4","Hymenoptera","Megachilidae"
"Megachile","Megachile ericetorum","Hymenoptera","Megachilidae"
"Megachile","Megachile nipponica amamiensis","Hymenoptera","Megachilidae"
"Megachile","Megachile tsururgensis","Hymenoptera","Megachilidae"
"Megachile","Megachile montenegrensis","Hymenoptera","Megachilidae"
"Megachile","Megachile versicolor","Hymenoptera","Megachilidae"
"Megachile","Megachile japonica","Hymenoptera","Megachilidae"
"Megachile","Megachile subalbuta","Hymenoptera","Megachilidae"
"Megachile","Megachile yasumatsui","Hymenoptera","Megachilidae"
"Megachile","Megachile sumizome","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1","Hymenoptera","Megachilidae"
"Megachile","Megachile remota","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 056","Hymenoptera","Megachilidae"
"Megachile","Megachile willughbiella","Hymenoptera","Megachilidae"
"Megachile","Megachile pyrenaica","Hymenoptera","Megachilidae"
"Megachile","Megachile sp1 M PL 005","Hymenoptera","Megachilidae"
"Megachile","Megachile sp","Hymenoptera","Megachilidae"
"Megachile","Megachile sp2 M PL 058","Hymenoptera","Megachilidae"
"Megachile","Megachile tsurugensis","Hymenoptera","Megachilidae"
"Megachile","Megachile sp3 M PL 015","Hymenoptera","Megachilidae"
"Megachile","Megachile semirufa","Hymenoptera","Megachilidae"
"Megachile","Megachile strophostylis","Hymenoptera","Megachilidae"
"Megachile","Megachile okinawana","Hymenoptera","Megachilidae"
"Megachile","Megachile petulans","Hymenoptera","Megachilidae"
"Megachile","Megachile seychellensis","Hymenoptera","Megachilidae"
"Megachilidae","Megachilidae sp1 M PL 072",NA,NA
"Megachite","Megachite tsurugensis",NA,NA
"Megachite","Megachite nipponica",NA,NA
"Megacyllene","Megacyllene spixi","Coleoptera","Cerambycidae"
"Megacyllene","Megacyllene insignita","Coleoptera","Cerambycidae"
"Megalopaederus","Megalopaederus lewsi","Coleoptera","Staphylinidae"
"Megalybus","Megalybus crassus","Diptera","Acroceridae"
"Megaselia","Megaselia sp1 M PL 009","Diptera","Phoridae"
"Megaselia","Megaselia groenlandica","Diptera","Phoridae"
"Megaselia","Megaselia coei","Diptera","Phoridae"
"Megaselia","Megaselia pleuralis","Diptera","Phoridae"
"Megaselia","Megaselia digitalis","Diptera","Phoridae"
"Megaselia","Megaselia sp1 M PL 010","Diptera","Phoridae"
"Megaselia","Megaselia diversa","Diptera","Phoridae"
"Megaselia","Megaselia sordida","Diptera","Phoridae"
"Megaselia","Megaselia giraudii","Diptera","Phoridae"
"Megaselia","Megaselia cirriventris","Diptera","Phoridae"
"Megaspis","Megaspis zonata",NA,NA
"Megasyrphus","Megasyrphus erraticus","Diptera","Syrphidae"
"Megilla","Megilla maculata","Hymenoptera","Apidae"
"Meigenia","Meigenia sp1 M PL 053","Diptera","Tachinidae"
"Meigenia","Meigenia sp2 M PL 053","Diptera","Tachinidae"
"Melagyna","Melagyna lasiophthalma",NA,NA
"Melanagromyza","Melanagromyza sojae","Diptera","Agromyzidae"
"Melanagromyza","Melanagromyza sp1 M PL 015","Diptera","Agromyzidae"
"Melanagromyza","Melanagromyza sojae Zehntner","Diptera","Agromyzidae"
"Melanargia","Melanargia larissa","Lepidoptera","Nymphalidae"
"Melangyna","Melangyna sp1 M PL 057","Diptera","Syrphidae"
"Melangyna","Melangyna sp1 M PL 027","Diptera","Syrphidae"
"Melangyna","Melangyna ortas 1","Diptera","Syrphidae"
"Melangyna","Melangyna sp1 M PL 028","Diptera","Syrphidae"
"Melangyna","Melangyna sp1 M PL 019","Diptera","Syrphidae"
"Melangyna","Melangyna novaezelandiae","Diptera","Syrphidae"
"Melangyna","Melangyna sp1 M PL 053","Diptera","Syrphidae"
"Melangyna","Melangyna ezoensis","Diptera","Syrphidae"
"Melangyna","Melangyna ortas","Diptera","Syrphidae"
"Melangyna","Melangyna sp1 M PL 029","Diptera","Syrphidae"
"Melanophthalma","Melanophthalma aff  seminigra","Coleoptera","Latridiidae"
"Melanostoma","Melanostoma fenestratus","Diptera","Syrphidae"
"Melanostoma","Melanostoma chalconotus","Diptera","Syrphidae"
"Melanostoma","Melanostoma sp1 M PL 007","Diptera","Syrphidae"
"Melanostoma","Melanostoma annulipes Macquart","Diptera","Syrphidae"
"Melanostoma","Melanostoma scalare","Diptera","Syrphidae"
"Melanostoma","Melanostoma annulipes","Diptera","Syrphidae"
"Melanostoma","Melanostoma sp1 M PL 004","Diptera","Syrphidae"
"Melanostoma","Melanostoma sp1 M PL 032","Diptera","Syrphidae"
"Melanostoma","Melanostoma sp1 M PL 033","Diptera","Syrphidae"
"Melanostoma","Melanostoma lundbladi","Diptera","Syrphidae"
"Melanostoma","Melanostoma sp1 M PL 034","Diptera","Syrphidae"
"Melanostoma","Melanostoma mellinum","Diptera","Syrphidae"
"Melanostoma","Melanostoma bituberculatum","Diptera","Syrphidae"
"Melanostoma","Melanostoma sp1 M PL 006","Diptera","Syrphidae"
"Melanostoma","Melanostoma transversum","Diptera","Syrphidae"
"Melanostoma","Melanostoma bituberculatum Loew","Diptera","Syrphidae"
"Melanotus","Melanotus communis","Coleoptera","Elateridae"
"Melanotus","Melanotus annosus","Coleoptera","Elateridae"
"Melecta","Melecta albifrons","Hymenoptera","Apidae"
"Melecta","Melecta tuberculata","Hymenoptera","Apidae"
"Melecta","Melecta curvispina","Hymenoptera","Apidae"
"Meligethes","Meligethes sp1 M PL 037","Coleoptera","Nitidulidae"
"Meligethes","Meligethes shirakii","Coleoptera","Nitidulidae"
"Meligethes","Meligethes sp2 M PL 046","Coleoptera","Nitidulidae"
"Meligethes","Meligethes aeneus","Coleoptera","Nitidulidae"
"Meligethes","Meligethes morosus","Coleoptera","Nitidulidae"
"Meligethes","Meligethes sp1 M PL 015","Coleoptera","Nitidulidae"
"Meligethes","Meligethes sp1 M PL 046","Coleoptera","Nitidulidae"
"Meligethes","Meligethes sp1 M PL 018","Coleoptera","Nitidulidae"
"Meligethes","Meligethes sp1 M PL 053","Coleoptera","Nitidulidae"
"Meligethes","Meligethes Coeruleovirens","Coleoptera","Nitidulidae"
"Meligethes","Meligethes sp1 M PL 038","Coleoptera","Nitidulidae"
"Meligethes","Meligethes sp1 M PL 043","Coleoptera","Nitidulidae"
"Melinda","Melinda gentilis","Diptera","Calliphoridae"
"Melinda","Melinda viridicyanea","Diptera","Calliphoridae"
"Melipona","Melipona quadrifasciata","Hymenoptera","Apidae"
"Melipona","Melipona asilvai","Hymenoptera","Apidae"
"Melipona","Melipona interrupta subsp. oblitescens","Hymenoptera","Apidae"
"Melipona","Melipona scutellaris","Hymenoptera","Apidae"
"Melipona","Melipona favosa","Hymenoptera","Apidae"
"Melipotis","Melipotis indomita","Lepidoptera","Erebidae"
"Meliscaeva","Meliscaeva cinctella","Diptera","Syrphidae"
"Meliscaeva","Meliscaeva auricollis","Diptera","Syrphidae"
"Meliscaeva","Meliscaeva omogensis","Diptera","Syrphidae"
"Meliscaeva","Meliscaeva sp1 M PL 006","Diptera","Syrphidae"
"Meliscaeva","Meliscaeva cinectella","Diptera","Syrphidae"
"Meliscaeva","Meliscaeva sp1 M PL 007","Diptera","Syrphidae"
"Melissodes","Melissodes aurigenia","Hymenoptera","Apidae"
"Melissodes","Melissodes coreopsis","Hymenoptera","Apidae"
"Melissodes","Melissodes oligolege","Hymenoptera","Apidae"
"Melissodes","Melissodes pallida","Hymenoptera","Apidae"
"Melissodes","Melissodes vernoniana","Hymenoptera","Apidae"
"Melissodes","Melissodes simillima","Hymenoptera","Apidae"
"Melissodes","Melissodes bimaculata","Hymenoptera","Apidae"
"Melissodes","Melissodes comptoides","Hymenoptera","Apidae"
"Melissodes","Melissodes coloradensis","Hymenoptera","Apidae"
"Melissodes","Melissodes agilis","Hymenoptera","Apidae"
"Melissodes","Melissodes fremonti","Hymenoptera","Apidae"
"Melissodes","Melissodes autumnalis","Hymenoptera","Apidae"
"Melissodes","Melissodes cnici","Hymenoptera","Apidae"
"Melissodes","Melissodes sp1 M PL 005","Hymenoptera","Apidae"
"Melissoptila","Melissoptila tandilensis","Hymenoptera","Apidae"
"Melitaea","Melitaea niphora","Lepidoptera","Nymphalidae"
"Melitaea","Melitaea whitneyi","Lepidoptera","Nymphalidae"
"Melitaea","Melitaea sp1 M PL 005","Lepidoptera","Nymphalidae"
"Mellinus","Mellinus arvensis","Hymenoptera","Crabronidae"
"Mellisuga","Mellisuga minima",NA,NA
"Mellisuga","Mellisuga humilis",NA,NA
"Mellota","Mellota cimbiciformis",NA,NA
"Meluscaeva","Meluscaeva cinctella",NA,NA
"Melyridae","Melyridae sp1 M PL 072",NA,NA
"Melyris","Melyris cribrata","Coleoptera","Melyridae"
"Menida","Menida violacea","Hemiptera","Pentatomidae"
"Menida","Menida scotti","Hemiptera","Pentatomidae"
"Menochitus","Menochitus sexmaculatus",NA,NA
"Meria","Meria tripunctata","Hymenoptera","Tiphiidae"
"Meria","Meria sp1 M PL 016","Hymenoptera","Tiphiidae"
"Merodon","Merodon sp3 M PL 015","Diptera","Syrphidae"
"Merodon","Merodon albifrons","Diptera","Syrphidae"
"Merodon","Merodon clavipes","Diptera","Syrphidae"
"Merodon","Merodon nigritarsis","Diptera","Syrphidae"
"Merodon","Merodon longicornis","Diptera","Syrphidae"
"Merodon","Merodon femoratus","Diptera","Syrphidae"
"Merodon","Merodon annulatus","Diptera","Syrphidae"
"Merodon","Merodon sp1 M PL 015","Diptera","Syrphidae"
"Merodon","Merodon sp2 M PL 015","Diptera","Syrphidae"
"Merodon","Merodon minutus","Diptera","Syrphidae"
"Merodon","Merodon sp4 M PL 015","Diptera","Syrphidae"
"Merodon","Merodon avidus","Diptera","Syrphidae"
"Meromyza","Meromyza americana","Diptera","Chloropidae"
"Mesapamea","Mesapamea secalis","Lepidoptera","Noctuidae"
"Mesembrina","Mesembrina resplendens","Diptera","Muscidae"
"Mesembrius","Mesembrius flaviceps","Diptera","Syrphidae"
"Mesepora","Mesepora onukii","Hemiptera","Tropiduchidae"
"Mesochorus","Mesochorus sp1 M PL 047","Hymenoptera","Ichneumonidae"
"Mesochorus","Mesochorus sp1 M PL 015","Hymenoptera","Ichneumonidae"
"Mesogramma","Mesogramma geminata",NA,NA
"Mesogramma","Mesogramma marginata",NA,NA
"Mesogramma","Mesogramma polita",NA,NA
"Mesograpta","Mesograpta philippi",NA,NA
"Mesograpta","Mesograpta calceolatus",NA,NA
"Mesograpta","Mesograpta marginata",NA,NA
"Mesonychium","Mesonychium gayi","Hymenoptera","Apidae"
"Metacanthus","Metacanthus galapagensis","Hemiptera","Berytidae"
"Metachrostis","Metachrostis velox","Lepidoptera","Noctuidae"
"Metachrostis","Metachrostis dardouinii","Lepidoptera","Noctuidae"
"Metasyrphus","Metasyrphus corollae",NA,NA
"Metasyrphus","Metasyrphus lapponicus",NA,NA
"Metasyrphus","Metasyrphus nintens",NA,NA
"Metasyrphus","Metasyrphus ferquens",NA,NA
"Metasyrphus","Metasyrphus chillcotti",NA,NA
"Metasyrphus","Metasyrphus sp1 M PL 056",NA,NA
"Metasyrphus","Metasyrphus luniger",NA,NA
"Metasyrphus","Metasyrphus americanus",NA,NA
"Methoca","Methoca stygia",NA,NA
"Metialina","Metialina sp1 M PL 021",NA,NA
"Metialina","Metialina sp1 M PL 057",NA,NA
"Metopia","Metopia leucocephala","Diptera","Sarcophagidae"
"Metopius","Metopius polycinctorius","Hymenoptera","Ichneumonidae"
"Metopius","Metopius terminalis","Hymenoptera","Ichneumonidae"
"Metopoplax","Metopoplax origani","Hemiptera","Oxycarenidae"
"Metoposarcophaga","Metoposarcophaga pachyprocta","Diptera","Sarcophagidae"
"Metriocnemus","Metriocnemus obscuripes","Diptera","Chironomidae"
"Metrioptera","Metrioptera hime","Orthoptera","Tettigoniidae"
"Miarus","Miarus campanulae","Coleoptera","Curculionidae"
